scale,err,#patients,#tissues,patient_id,tissue_name
17.515394,22.139747,382,25,GTEX-XV7Q,Lung
12.736046,8.414508,357,25,GTEX-12BJ1,Esophagus_Mucosa
8.554042,8.841987,312,19,GTEX-ZTPG,Adipose_Visceral_Omentum
17.129755,12.743633,299,3,GTEX-1399Q,Cells_Transformed_fibroblasts
25.817875,22.529140,312,25,GTEX-13OVL,Adipose_Visceral_Omentum
8.046749,9.248773,266,24,GTEX-WYJK,Artery_Aorta
15.969204,14.911137,490,24,GTEX-13O61,Muscle_Skeletal
7.062052,6.637767,219,14,GTEX-S95S,Pancreas
9.865444,10.616859,110,26,GTEX-14BIN,Brain_Putamen_basal_ganglia
8.443491,7.108326,131,8,GTEX-1EU9M,Prostate
9.926730,11.518170,334,17,GTEX-133LE,Skin_Not_Sun_Exposed_Suprapubic
8.537070,6.976289,117,23,GTEX-16YQH,Brain_Frontal_Cortex_BA9
28.788896,25.212828,387,18,GTEX-ZYT6,Artery_Tibial
14.822627,10.225561,398,19,GTEX-XUZC,Thyroid
10.582965,7.520917,387,14,GTEX-11UD2,Artery_Tibial
0.666421,4.120940,110,19,GTEX-147GR,Brain_Putamen_basal_ganglia
6.164244,3.724841,100,8,GTEX-S7SF,Uterus
19.074045,12.988061,82,15,GTEX-NPJ7,Brain_Spinal_cord_cervical_c-1
18.179421,43.883564,490,10,GTEX-1E1VI,Muscle_Skeletal
3.579904,2.041375,121,15,GTEX-13X6H,Small_Intestine_Terminal_Ileum
16.607026,19.495682,382,18,GTEX-14BIL,Lung
18.121808,17.631577,413,25,GTEX-YEC4,Skin_Sun_Exposed_Lower_leg
18.840926,18.970120,236,19,GTEX-16NGA,Stomach
19.870948,12.414601,360,17,GTEX-PLZ6,Nerve_Tibial
16.518212,13.366748,387,15,GTEX-QEG5,Artery_Tibial
8.548544,9.183700,357,17,GTEX-T6MO,Esophagus_Mucosa
2.603978,2.436375,110,14,GTEX-13QJC,Brain_Putamen_basal_ganglia
9.527765,7.824816,219,11,GTEX-14PHY,Pancreas
20.632879,14.491229,312,12,GTEX-14A6H,Adipose_Visceral_Omentum
8.254877,6.142766,124,20,GTEX-R55E,Brain_Cerebellar_Hemisphere
5.214964,1.496425,143,25,GTEX-15DYW,Brain_Caudate_basal_ganglia
12.699118,9.140720,334,23,GTEX-Y8E4,Esophagus_Muscularis
5.855787,3.944929,107,24,GTEX-13O3Q,Brain_Hypothalamus
10.761410,7.341851,263,19,GTEX-11GS4,Heart_Atrial_Appendage
24.719820,14.989587,334,16,GTEX-P4QS,Esophagus_Muscularis
17.141864,16.684662,357,20,GTEX-Y8LW,Esophagus_Mucosa
5.065407,3.324070,121,24,GTEX-13D11,Ovary
5.225323,6.897245,124,24,GTEX-ZDXO,Brain_Cerebellar_Hemisphere
16.241060,13.468352,236,23,GTEX-1B8KE,Stomach
14.883865,4.876483,266,26,GTEX-13PVQ,Artery_Aorta
10.421660,8.857978,153,8,GTEX-1EU9M,Brain_Cerebellum
9.155399,6.971975,360,17,GTEX-T6MO,Nerve_Tibial
12.305587,9.323220,357,11,GTEX-S3XE,Esophagus_Mucosa
11.125253,10.135794,382,23,GTEX-XBED,Lung
34.860000,27.814237,384,7,GTEX-11UD1,Adipose_Subcutaneous
5.638608,5.586820,271,21,GTEX-1212Z,Heart_Left_Ventricle
4.912682,4.898804,153,18,GTEX-WVLH,Brain_Cerebellum
20.111217,7.108781,250,18,GTEX-13SLW,Breast_Mammary_Tissue
12.126775,17.431247,357,15,GTEX-UJMC,Esophagus_Mucosa
19.481751,15.273762,368,22,GTEX-12WSM,Whole_Blood
11.737749,5.882142,151,16,GTEX-R53T,Artery_Coronary
9.523864,2.553106,105,13,GTEX-1C475,Vagina
17.296309,20.772310,224,12,GTEX-R55D,Testis
9.806639,5.806435,263,22,GTEX-11TUW,Heart_Atrial_Appendage
36.169392,24.756091,250,9,GTEX-1CB4J,Breast_Mammary_Tissue
2.544994,13.330429,87,16,GTEX-ZVZQ,Brain_Amygdala
28.182281,28.316078,368,20,GTEX-14DAR,Whole_Blood
14.389150,20.503892,334,10,GTEX-14LLW,Skin_Not_Sun_Exposed_Suprapubic
8.428086,6.522710,250,11,GTEX-16BQI,Breast_Mammary_Tissue
6.831892,5.598816,152,20,GTEX-11DXY,Liver
24.044374,16.799048,299,16,GTEX-R53T,Cells_Transformed_fibroblasts
13.282757,7.752201,384,16,GTEX-12WSA,Adipose_Subcutaneous
9.751696,3.727756,212,20,GTEX-11DXY,Esophagus_Gastroesophageal_Junction
16.630774,17.612465,357,13,GTEX-Z9EW,Esophagus_Mucosa
28.927545,18.160900,368,14,GTEX-11UD2,Whole_Blood
5.278184,2.977750,129,22,GTEX-T2IS,Brain_Nucleus_accumbens_basal_ganglia
20.012627,25.853738,236,11,GTEX-14PKV,Stomach
16.753361,32.172548,368,16,GTEX-132NY,Whole_Blood
27.463332,18.080932,387,13,GTEX-RU1J,Artery_Tibial
17.084162,12.353750,384,23,GTEX-13QBU,Adipose_Subcutaneous
19.902899,30.469231,398,26,GTEX-14BIN,Thyroid
16.157483,18.498033,413,15,GTEX-17F98,Skin_Sun_Exposed_Lower_leg
17.064337,3.190033,312,15,GTEX-ZPCL,Adipose_Visceral_Omentum
17.955839,20.260275,299,18,GTEX-12WSH,Cells_Transformed_fibroblasts
6.053748,4.436774,151,15,GTEX-QEG5,Artery_Coronary
19.715955,10.196186,398,21,GTEX-1B8KZ,Thyroid
17.772020,12.763565,413,25,GTEX-15DYW,Skin_Sun_Exposed_Lower_leg
7.427217,4.311819,245,18,GTEX-145MO,Colon_Transverse
5.980783,7.298094,271,18,GTEX-ZDTT,Heart_Left_Ventricle
36.390811,16.875806,382,12,GTEX-PLZ5,Lung
12.524913,3.669021,387,22,GTEX-11TUW,Artery_Tibial
12.941183,16.360868,224,10,GTEX-ZVTK,Testis
9.211353,10.949202,174,25,GTEX-14C39,Adrenal_Gland
20.823417,22.322641,398,19,GTEX-14PJO,Thyroid
9.707647,14.607204,202,15,GTEX-12ZZW,Colon_Sigmoid
10.943797,9.307164,334,12,GTEX-TKQ2,Esophagus_Muscularis
5.959529,6.849443,360,23,GTEX-YF7O,Nerve_Tibial
26.327023,15.598611,387,24,GTEX-13VXU,Artery_Tibial
8.109477,6.539517,129,24,GTEX-13G51,Brain_Nucleus_accumbens_basal_ganglia
22.259029,36.444020,413,5,GTEX-1192W,Skin_Sun_Exposed_Lower_leg
14.981898,12.031833,360,24,GTEX-13G51,Nerve_Tibial
7.178080,14.735581,236,13,GTEX-15RIE,Stomach
6.516776,4.038741,116,21,GTEX-WFG8,Cells_EBV-transformed_lymphocytes
28.386256,19.096727,299,18,GTEX-UJHI,Cells_Transformed_fibroblasts
20.239109,9.727255,398,22,GTEX-12WSK,Thyroid
13.809005,7.200776,116,20,GTEX-VJYA,Cells_EBV-transformed_lymphocytes
21.953473,19.089226,245,15,GTEX-17F98,Colon_Transverse
5.637855,3.662835,219,19,GTEX-ZVZP,Pancreas
10.404484,7.625076,110,15,GTEX-NPJ7,Brain_Hippocampus
9.118901,6.431784,245,13,GTEX-13S86,Colon_Transverse
41.407062,30.882041,398,16,GTEX-15EO6,Thyroid
41.179301,32.439712,387,15,GTEX-UJMC,Artery_Tibial
9.754257,5.975561,105,12,GTEX-SE5C,Vagina
13.224283,11.225854,263,17,GTEX-ZXG5,Heart_Atrial_Appendage
20.887621,32.547579,368,20,GTEX-X261,Whole_Blood
35.992173,34.315496,413,26,GTEX-NPJ8,Skin_Sun_Exposed_Lower_leg
20.530566,10.192829,357,24,GTEX-11P7K,Esophagus_Mucosa
14.155118,7.406895,357,17,GTEX-WXYG,Esophagus_Mucosa
5.132564,4.751339,121,16,GTEX-UPK5,Small_Intestine_Terminal_Ileum
22.001378,22.085598,490,14,GTEX-YECK,Muscle_Skeletal
18.158528,16.823647,357,14,GTEX-1B97I,Esophagus_Mucosa
3.456938,4.176645,151,19,GTEX-15SHU,Artery_Coronary
4.009601,2.020924,219,14,GTEX-ZLFU,Pancreas
19.470713,19.048801,271,21,GTEX-13FHP,Heart_Left_Ventricle
2.601234,2.426231,121,17,GTEX-P78B,Ovary
16.462584,1.430537,79,21,GTEX-131XH,Brain_Substantia_nigra
14.950577,11.038256,117,17,GTEX-131XW,Brain_Frontal_Cortex_BA9
16.167169,14.788096,398,18,GTEX-YJ89,Thyroid
5.475010,5.171985,82,28,GTEX-T6MN,Brain_Spinal_cord_cervical_c-1
21.688223,22.690133,490,14,GTEX-TML8,Muscle_Skeletal
7.535938,8.277765,384,21,GTEX-1212Z,Adipose_Subcutaneous
9.849480,7.313301,105,12,GTEX-1117F,Vagina
49.931830,28.261269,490,19,GTEX-P4PP,Muscle_Skeletal
18.471890,9.804851,266,18,GTEX-XUW1,Artery_Aorta
19.690608,16.117598,299,17,GTEX-T6MO,Cells_Transformed_fibroblasts
6.247573,3.342474,202,25,GTEX-15DYW,Colon_Sigmoid
6.331144,3.965498,82,30,GTEX-13OVJ,Brain_Spinal_cord_cervical_c-1
26.461801,11.784593,263,17,GTEX-1B8SG,Heart_Atrial_Appendage
11.467025,10.090821,117,23,GTEX-13N2G,Brain_Frontal_Cortex_BA9
9.641085,9.970563,382,23,GTEX-Y8E4,Lung
6.366875,5.087997,250,26,GTEX-13PVQ,Breast_Mammary_Tissue
2.140747,3.911290,79,16,GTEX-132Q8,Brain_Substantia_nigra
11.823934,9.012492,250,29,GTEX-ZUA1,Breast_Mammary_Tissue
14.221511,18.756596,299,23,GTEX-ZVT3,Cells_Transformed_fibroblasts
39.521373,25.950045,387,9,GTEX-O5YW,Artery_Tibial
2.516519,2.438249,116,19,GTEX-ZTPG,Cells_EBV-transformed_lymphocytes
7.715417,10.698340,153,21,GTEX-17HHY,Brain_Cerebellum
9.657240,2.936075,110,21,GTEX-14PN4,Brain_Putamen_basal_ganglia
22.473859,15.159394,368,28,GTEX-1313W,Whole_Blood
16.095444,12.446461,266,13,GTEX-ZF3C,Artery_Aorta
19.020217,11.946987,360,14,GTEX-POMQ,Nerve_Tibial
20.475193,12.246956,360,13,GTEX-13S86,Nerve_Tibial
1.152653,2.753820,124,23,GTEX-ZVT3,Brain_Cerebellar_Hemisphere
28.137225,34.443079,357,11,GTEX-16MTA,Esophagus_Mucosa
26.495794,15.636200,384,18,GTEX-UJHI,Adipose_Subcutaneous
17.158246,13.658594,398,23,GTEX-Y8E4,Thyroid
17.911478,8.616089,398,8,GTEX-OXRP,Thyroid
10.836567,5.906359,271,24,GTEX-1211K,Heart_Left_Ventricle
18.280754,17.038687,398,17,GTEX-133LE,Thyroid
9.220989,24.995172,245,20,GTEX-Y8LW,Colon_Transverse
9.683338,5.001486,156,23,GTEX-16YQH,Pituitary
4.879321,5.990023,224,25,GTEX-14C39,Testis
18.538974,15.740900,384,20,GTEX-X261,Adipose_Subcutaneous
8.560749,0.949599,219,12,GTEX-R55D,Pancreas
3.896339,10.990381,107,19,GTEX-QVJO,Brain_Hypothalamus
10.994132,2.937657,107,18,GTEX-13FXS,Brain_Hypothalamus
32.967646,23.193649,368,12,GTEX-WRHK,Whole_Blood
10.302244,4.470602,82,8,GTEX-NL4W,Brain_Spinal_cord_cervical_c-1
17.877131,14.132150,357,18,GTEX-QCQG,Esophagus_Mucosa
17.916817,14.983376,357,13,GTEX-X4EO,Esophagus_Mucosa
12.807606,13.067685,398,21,GTEX-1A3MV,Thyroid
27.276990,18.894691,384,24,GTEX-11P7K,Adipose_Subcutaneous
3.208311,5.030156,153,11,GTEX-145MI,Brain_Cerebellum
10.183790,7.728300,271,22,GTEX-139YR,Heart_Left_Ventricle
3.614261,3.508494,219,12,GTEX-WRHK,Pancreas
49.547737,22.541230,490,21,GTEX-N7MS,Muscle_Skeletal
13.083548,11.183846,156,21,GTEX-WL46,Pituitary
14.634510,10.727748,387,23,GTEX-ZF2S,Artery_Tibial
20.439462,22.441102,312,18,GTEX-YFCO,Adipose_Visceral_Omentum
7.203200,2.905026,110,19,GTEX-RNOR,Brain_Putamen_basal_ganglia
8.019877,0.726045,121,27,GTEX-Y3IK,Ovary
2.315739,2.815016,100,19,GTEX-ZTPG,Uterus
5.495851,3.649826,110,26,GTEX-13RTJ,Brain_Putamen_basal_ganglia
5.900699,6.426476,105,19,GTEX-W5WG,Vagina
14.565507,20.747614,250,13,GTEX-ZF3C,Breast_Mammary_Tissue
10.801847,9.906274,360,24,GTEX-13D11,Nerve_Tibial
13.748792,5.071189,156,13,GTEX-12WSE,Pituitary
34.146308,28.908962,382,8,GTEX-QXCU,Lung
25.580716,22.092435,413,21,GTEX-1B8KZ,Skin_Sun_Exposed_Lower_leg
4.288097,3.978088,202,21,GTEX-13CF3,Colon_Sigmoid
12.992158,13.375950,334,17,GTEX-QV44,Esophagus_Muscularis
18.907469,16.519277,384,25,GTEX-YEC4,Adipose_Subcutaneous
17.200861,21.455065,271,18,GTEX-147F4,Heart_Left_Ventricle
16.479052,7.811954,384,24,GTEX-13O61,Adipose_Subcutaneous
18.413063,13.451494,387,10,GTEX-XPT6,Artery_Tibial
6.206804,24.938728,100,1,GTEX-1GN1U,Uterus
4.571401,3.364242,212,18,GTEX-X15G,Esophagus_Gastroesophageal_Junction
29.255070,19.952363,384,13,GTEX-QESD,Adipose_Subcutaneous
8.630924,5.266278,153,15,GTEX-1192X,Brain_Cerebellum
5.422723,4.137218,224,11,GTEX-14PJ2,Testis
11.175287,9.630830,490,15,GTEX-ZDTS,Muscle_Skeletal
6.082908,4.792022,129,15,GTEX-12ZZW,Brain_Nucleus_accumbens_basal_ganglia
11.806127,6.774317,312,13,GTEX-11GSO,Adipose_Visceral_Omentum
8.633130,7.237373,236,24,GTEX-ZDYS,Stomach
6.506228,4.784352,334,17,GTEX-12C56,Esophagus_Muscularis
22.410457,14.980271,334,22,GTEX-14PJ4,Esophagus_Muscularis
32.909749,19.173959,334,24,GTEX-QDT8,Esophagus_Muscularis
27.128445,12.192938,224,15,GTEX-REY6,Testis
5.854098,22.578885,129,20,GTEX-183WM,Brain_Nucleus_accumbens_basal_ganglia
5.958828,5.580998,271,18,GTEX-14E6C,Heart_Left_Ventricle
4.541299,5.169467,116,24,GTEX-ZVT2,Cells_EBV-transformed_lymphocytes
8.062065,5.418070,100,23,GTEX-13W3W,Uterus
9.450722,7.720619,357,11,GTEX-OIZI,Esophagus_Mucosa
7.215104,6.997794,357,13,GTEX-WFJO,Esophagus_Mucosa
2.921804,2.204659,224,24,GTEX-WFON,Testis
15.087348,19.828679,212,19,GTEX-15SHU,Esophagus_Gastroesophageal_Junction
12.596562,3.807025,334,18,GTEX-WHPG,Skin_Not_Sun_Exposed_Suprapubic
14.414803,10.609258,368,21,GTEX-N7MS,Whole_Blood
8.677670,6.110931,156,18,GTEX-UTHO,Pituitary
24.182616,16.482111,334,9,GTEX-145MG,Skin_Not_Sun_Exposed_Suprapubic
10.917002,22.987054,368,12,GTEX-XBEC,Whole_Blood
22.735178,32.451450,299,8,GTEX-13CZV,Cells_Transformed_fibroblasts
9.275992,5.464728,212,24,GTEX-13X6J,Esophagus_Gastroesophageal_Junction
58.906335,43.377889,368,17,GTEX-S32W,Whole_Blood
2.525031,3.972110,156,14,GTEX-14A5I,Pituitary
22.250974,14.147613,387,28,GTEX-14PJM,Artery_Tibial
13.064426,10.753042,100,26,GTEX-14BIN,Uterus
21.139800,20.003846,299,9,GTEX-XMD2,Cells_Transformed_fibroblasts
29.654579,64.137064,271,16,GTEX-ZAJG,Heart_Left_Ventricle
12.464275,4.900758,245,24,GTEX-13D11,Colon_Transverse
15.049984,23.558935,384,25,GTEX-17EVP,Adipose_Subcutaneous
15.025584,17.291974,236,8,GTEX-15G1A,Stomach
3.214354,3.723747,202,18,GTEX-ZYT6,Colon_Sigmoid
12.588007,10.719255,357,30,GTEX-11GSP,Esophagus_Mucosa
11.004122,7.487370,151,7,GTEX-1C6WA,Artery_Coronary
6.003346,5.681689,156,10,GTEX-OXRN,Pituitary
9.558683,5.802759,368,18,GTEX-ZDTT,Whole_Blood
32.015055,20.736536,413,19,GTEX-13JUV,Skin_Sun_Exposed_Lower_leg
5.590170,4.716379,153,24,GTEX-WHSE,Brain_Cerebellum
21.604048,18.274170,334,20,GTEX-11DXY,Esophagus_Muscularis
11.548706,6.134272,263,23,GTEX-YF7O,Heart_Atrial_Appendage
32.464716,32.673762,490,19,GTEX-V1D1,Muscle_Skeletal
7.608006,3.200045,129,21,GTEX-131XH,Brain_Nucleus_accumbens_basal_ganglia
9.266269,12.819892,387,23,GTEX-13FH7,Artery_Tibial
15.196652,6.229841,219,17,GTEX-ZZPU,Pancreas
21.868907,15.670754,266,23,GTEX-14BMU,Artery_Aorta
10.162902,6.352677,245,21,GTEX-YEC3,Colon_Transverse
7.708571,3.695770,131,21,GTEX-17HHY,Prostate
7.539685,6.003261,245,18,GTEX-QCQG,Colon_Transverse
9.834585,6.749407,250,24,GTEX-13D11,Breast_Mammary_Tissue
7.996664,3.266513,219,21,GTEX-ZT9W,Pancreas
8.069109,5.531718,212,18,GTEX-111CU,Esophagus_Gastroesophageal_Junction
9.229127,3.850605,266,25,GTEX-15DYW,Artery_Aorta
30.598861,23.511675,299,13,GTEX-PWN1,Cells_Transformed_fibroblasts
12.248717,20.809447,266,10,GTEX-13RTK,Artery_Aorta
15.289436,17.267371,334,19,GTEX-14PK6,Esophagus_Muscularis
9.727020,9.432122,212,13,GTEX-14XAO,Esophagus_Gastroesophageal_Junction
15.219005,7.258346,398,23,GTEX-Y9LG,Thyroid
20.057830,10.771144,387,13,GTEX-Z9EW,Artery_Tibial
9.104572,4.197201,250,22,GTEX-13OW5,Breast_Mammary_Tissue
9.510543,6.264771,124,19,GTEX-14JG1,Brain_Cerebellar_Hemisphere
4.763917,3.011787,151,14,GTEX-RUSQ,Artery_Coronary
12.857679,18.271163,271,16,GTEX-U4B1,Heart_Left_Ventricle
10.608455,8.490322,107,21,GTEX-N7MS,Brain_Hypothalamus
21.196673,7.826024,219,19,GTEX-13N11,Pancreas
10.242882,14.106556,384,22,GTEX-17HHE,Adipose_Subcutaneous
3.438392,1.889286,110,20,GTEX-16Z82,Brain_Putamen_basal_ganglia
8.309925,5.873404,202,25,GTEX-14C39,Colon_Sigmoid
4.788386,5.866919,116,27,GTEX-Y114,Cells_EBV-transformed_lymphocytes
25.852084,21.300189,382,16,GTEX-UPK5,Lung
12.151880,12.953172,387,21,GTEX-X5EB,Artery_Tibial
13.995882,14.885127,360,15,GTEX-146FQ,Nerve_Tibial
19.602482,16.592779,368,12,GTEX-R55D,Whole_Blood
11.039699,5.171862,156,15,GTEX-12ZZW,Pituitary
30.341994,32.828867,360,15,GTEX-183FY,Nerve_Tibial
9.993691,6.099294,212,13,GTEX-Z9EW,Esophagus_Gastroesophageal_Junction
22.399703,13.838175,334,24,GTEX-13FHO,Esophagus_Muscularis
5.473793,5.606013,174,17,GTEX-ZLV1,Adrenal_Gland
6.765249,9.433299,245,24,GTEX-131XG,Colon_Transverse
12.489640,10.986133,212,21,GTEX-WEY5,Esophagus_Gastroesophageal_Junction
14.580435,9.939284,266,17,GTEX-WHWD,Artery_Aorta
54.865956,43.921896,357,18,GTEX-12WSG,Esophagus_Mucosa
15.236273,14.720696,413,23,GTEX-13FTW,Skin_Sun_Exposed_Lower_leg
24.137637,8.421252,384,13,GTEX-12126,Adipose_Subcutaneous
6.276021,3.819443,121,16,GTEX-WHSB,Small_Intestine_Terminal_Ileum
22.711161,9.585163,100,32,GTEX-131YS,Uterus
31.034976,20.434275,490,10,GTEX-11TTK,Muscle_Skeletal
6.713233,3.819635,121,17,GTEX-11XUK,Ovary
12.610892,12.334930,387,25,GTEX-13OVL,Artery_Tibial
7.614232,10.836141,263,23,GTEX-11EM3,Heart_Atrial_Appendage
18.681915,12.188842,334,23,GTEX-13PVR,Skin_Not_Sun_Exposed_Suprapubic
18.861102,18.460175,368,7,GTEX-11EQ8,Whole_Blood
