scale,err,#patients,#tissues,patient_id,tissue_name
7.069554,3.559983,107,17,GTEX-X4XX,Brain_Hypothalamus
24.081709,16.454829,368,19,GTEX-XUZC,Whole_Blood
5.268182,11.163625,156,19,GTEX-13112,Pituitary
21.474060,13.247925,398,12,GTEX-OHPM,Thyroid
12.824236,9.228392,413,32,GTEX-131YS,Skin_Sun_Exposed_Lower_leg
9.646947,14.039385,266,19,GTEX-ZVZP,Artery_Aorta
12.067968,10.995905,224,23,GTEX-13N2G,Testis
6.452656,4.077859,156,25,GTEX-14C39,Pituitary
9.704399,9.423356,368,9,GTEX-U8T8,Whole_Blood
5.530414,1.718880,100,30,GTEX-12ZZX,Uterus
24.036754,16.576391,360,18,GTEX-13OVI,Nerve_Tibial
13.522807,8.355059,219,36,GTEX-12WSD,Pancreas
30.060368,40.334990,398,19,GTEX-16NGA,Thyroid
6.747263,2.771151,79,18,GTEX-S7SE,Brain_Substantia_nigra
11.687011,4.129708,174,19,GTEX-R55G,Adrenal_Gland
4.424496,3.763072,108,15,GTEX-12ZZW,Brain_Anterior_cingulate_cortex_BA24
3.103949,3.063053,84,12,GTEX-15EU6,Minor_Salivary_Gland
5.265169,4.427819,271,19,GTEX-11ZVC,Heart_Left_Ventricle
21.433434,19.030076,334,12,GTEX-13QJ3,Esophagus_Muscularis
2.323790,2.616497,145,17,GTEX-146FR,Spleen
11.147037,7.307718,87,15,GTEX-12ZZW,Brain_Amygdala
13.657334,5.640311,79,19,GTEX-1B996,Brain_Substantia_nigra
1.153908,29.161706,110,20,GTEX-183WM,Brain_Putamen_basal_ganglia
7.154192,4.429060,219,21,GTEX-17KNJ,Pancreas
19.765307,24.737421,224,11,GTEX-16MTA,Testis
46.264843,29.570455,387,5,GTEX-1CAMQ,Artery_Tibial
1.802110,0.759148,219,19,GTEX-P4PP,Pancreas
14.072468,8.465741,245,14,GTEX-1AYCT,Colon_Transverse
32.647073,14.557100,387,15,GTEX-145MN,Artery_Tibial
14.799500,11.897852,263,24,GTEX-WHSE,Heart_Atrial_Appendage
9.292221,13.535247,105,20,GTEX-RWS6,Vagina
19.202345,12.209425,151,25,GTEX-14E7W,Artery_Coronary
7.682565,8.074888,245,21,GTEX-ZF29,Colon_Transverse
11.988323,14.696173,387,15,GTEX-Y8DK,Artery_Tibial
22.814054,10.034061,266,15,GTEX-REY6,Artery_Aorta
46.915488,88.069936,490,15,GTEX-183FY,Muscle_Skeletal
2.568180,3.748647,145,24,GTEX-11P7K,Spleen
13.522863,10.208368,387,20,GTEX-13VXT,Artery_Tibial
11.342870,21.297877,271,23,GTEX-13U4I,Heart_Left_Ventricle
22.399703,13.446910,334,24,GTEX-13FHO,Esophagus_Muscularis
17.056072,10.756505,360,18,GTEX-X3Y1,Nerve_Tibial
20.447331,8.954606,202,16,GTEX-17F96,Colon_Sigmoid
7.715417,9.810704,153,21,GTEX-17HHY,Brain_Cerebellum
13.354589,12.251300,334,22,GTEX-14PJ4,Skin_Not_Sun_Exposed_Suprapubic
2.187270,3.544734,145,20,GTEX-14DAR,Spleen
12.990500,16.665396,299,9,GTEX-11DZ1,Cells_Transformed_fibroblasts
7.203200,1.914474,110,19,GTEX-RNOR,Brain_Putamen_basal_ganglia
12.613471,14.116831,236,16,GTEX-12WSJ,Stomach
13.329531,17.962069,299,16,GTEX-O5YT,Cells_Transformed_fibroblasts
9.411855,7.905621,153,26,GTEX-14BMV,Brain_Cerebellum
15.792609,11.588654,387,22,GTEX-12WSK,Artery_Tibial
13.874648,11.413581,387,24,GTEX-13D11,Artery_Tibial
9.844626,13.477111,236,18,GTEX-14PJ6,Stomach
8.248366,6.765421,384,21,GTEX-WL46,Adipose_Subcutaneous
12.429191,11.146785,384,13,GTEX-ZF3C,Adipose_Subcutaneous
25.509803,22.725097,384,18,GTEX-ZDTT,Adipose_Subcutaneous
30.849346,27.554381,368,23,GTEX-XXEK,Whole_Blood
6.076650,5.574538,219,25,GTEX-YEC4,Pancreas
8.655790,21.950448,312,11,GTEX-16NPX,Adipose_Visceral_Omentum
9.736004,11.639847,312,10,GTEX-113JC,Adipose_Visceral_Omentum
23.758885,25.118042,490,6,GTEX-13NYC,Muscle_Skeletal
12.666396,18.260064,129,25,GTEX-14E7W,Brain_Nucleus_accumbens_basal_ganglia
14.129367,7.396721,107,32,GTEX-13OW6,Brain_Hypothalamus
26.064304,14.550939,360,12,GTEX-11PRG,Nerve_Tibial
12.622159,7.094031,263,12,GTEX-15EU6,Heart_Atrial_Appendage
14.283012,9.375494,398,17,GTEX-11XUK,Thyroid
21.586850,16.360325,387,12,GTEX-QV31,Artery_Tibial
13.526837,7.526353,219,17,GTEX-WHWD,Pancreas
8.493746,7.035981,219,23,GTEX-Y9LG,Pancreas
9.222453,2.639439,121,13,GTEX-OHPK,Ovary
7.731402,3.039805,124,8,GTEX-RVPV,Brain_Cerebellar_Hemisphere
14.727957,18.409501,398,18,GTEX-WVLH,Thyroid
11.265994,9.490018,398,6,GTEX-WOFL,Thyroid
6.538045,5.051860,107,19,GTEX-14PJO,Brain_Hypothalamus
3.626572,3.872971,152,19,GTEX-RNOR,Liver
6.506228,4.388105,334,17,GTEX-12C56,Esophagus_Muscularis
3.553030,5.824890,121,30,GTEX-11GSP,Ovary
22.218461,10.034182,368,26,GTEX-14BIN,Whole_Blood
5.962982,8.753779,334,19,GTEX-13PL7,Esophagus_Muscularis
14.119536,9.703537,413,24,GTEX-WYJK,Skin_Sun_Exposed_Lower_leg
5.955889,7.598499,245,37,GTEX-15ER7,Colon_Transverse
16.623630,15.283273,152,21,GTEX-1AMFI,Liver
16.361047,6.566392,156,30,GTEX-13OW8,Pituitary
11.002642,9.436056,219,14,GTEX-1497J,Pancreas
21.049104,21.090792,490,12,GTEX-WRHK,Muscle_Skeletal
44.273433,31.860298,490,22,GTEX-XYKS,Muscle_Skeletal
13.808143,11.778734,105,11,GTEX-17F9Y,Vagina
5.232204,4.696336,135,26,GTEX-14BMV,Brain_Cortex
28.784734,28.188672,299,13,GTEX-WOFM,Cells_Transformed_fibroblasts
18.574286,10.372490,398,15,GTEX-ZPCL,Thyroid
28.018686,12.214239,312,30,GTEX-14C5O,Adipose_Visceral_Omentum
13.906545,15.306969,245,16,GTEX-17F9E,Colon_Transverse
19.727587,13.459716,334,27,GTEX-11DXX,Esophagus_Muscularis
20.713013,8.689222,334,9,GTEX-14PJN,Skin_Not_Sun_Exposed_Suprapubic
7.350613,8.871623,202,15,GTEX-ZQG8,Colon_Sigmoid
14.267316,7.015850,384,14,GTEX-12KS4,Adipose_Subcutaneous
11.045342,8.748698,250,19,GTEX-14AS3,Breast_Mammary_Tissue
10.177531,9.020317,117,18,GTEX-WVLH,Brain_Frontal_Cortex_BA9
36.174180,40.360124,387,12,GTEX-1117F,Artery_Tibial
15.008734,8.503752,236,19,GTEX-W5WG,Stomach
11.190463,3.989954,153,25,GTEX-13OVL,Brain_Cerebellum
10.445791,7.152957,312,23,GTEX-11ZUS,Adipose_Visceral_Omentum
8.567607,8.903032,219,29,GTEX-WY7C,Pancreas
3.456938,5.147041,151,19,GTEX-15SHU,Artery_Coronary
12.941875,11.563697,490,25,GTEX-13OVL,Muscle_Skeletal
11.822549,12.180330,121,3,GTEX-16A39,Small_Intestine_Terminal_Ileum
15.512174,7.077614,266,16,GTEX-17F96,Artery_Aorta
7.170686,6.569134,121,21,GTEX-13CF3,Small_Intestine_Terminal_Ileum
41.547206,12.809050,334,21,GTEX-WFG8,Skin_Not_Sun_Exposed_Suprapubic
10.376985,22.657857,382,17,GTEX-TMMY,Lung
11.002203,7.441402,124,30,GTEX-14C5O,Brain_Cerebellar_Hemisphere
13.528638,8.386165,271,22,GTEX-12ZZY,Heart_Left_Ventricle
9.453763,8.351968,84,23,GTEX-13111,Minor_Salivary_Gland
20.354157,22.837070,490,12,GTEX-XBEC,Muscle_Skeletal
13.224283,11.332530,263,17,GTEX-ZXG5,Heart_Atrial_Appendage
13.838597,27.955249,360,12,GTEX-14A6H,Nerve_Tibial
15.337956,15.559475,368,28,GTEX-T6MN,Whole_Blood
3.680892,1.864335,153,21,GTEX-14PN4,Brain_Cerebellum
8.262769,4.976146,312,17,GTEX-11NV4,Adipose_Visceral_Omentum
1.264918,1.144081,121,20,GTEX-ZYFG,Small_Intestine_Terminal_Ileum
25.536657,13.209549,334,8,GTEX-15G1A,Esophagus_Muscularis
12.245477,8.573805,224,13,GTEX-15RIE,Testis
23.750976,15.576980,236,22,GTEX-131XE,Stomach
9.399252,9.643838,263,6,GTEX-ZZPT,Heart_Atrial_Appendage
9.128489,8.392563,224,15,GTEX-S33H,Testis
26.813916,26.512773,368,13,GTEX-QEG4,Whole_Blood
11.677081,5.786890,145,18,GTEX-14PJ6,Spleen
1.109329,0.956636,145,22,GTEX-ZPU1,Spleen
7.363502,9.492313,245,17,GTEX-133LE,Colon_Transverse
38.067710,49.482056,490,8,GTEX-13W46,Muscle_Skeletal
7.613822,4.834820,266,23,GTEX-13PVR,Artery_Aorta
10.149607,4.187185,135,20,GTEX-145MH,Brain_Cortex
9.665937,16.724807,116,20,GTEX-ZC5H,Cells_EBV-transformed_lymphocytes
23.696506,23.349203,360,7,GTEX-SSA3,Nerve_Tibial
45.114700,32.066816,357,22,GTEX-11LCK,Esophagus_Mucosa
17.693779,9.803092,312,13,GTEX-14C38,Adipose_Visceral_Omentum
16.625590,27.152114,387,20,GTEX-X261,Artery_Tibial
30.602296,28.721190,368,18,GTEX-XQ3S,Whole_Blood
17.952206,12.092584,398,12,GTEX-WK11,Thyroid
7.584519,7.761248,202,24,GTEX-WFON,Colon_Sigmoid
34.520842,19.181763,398,15,GTEX-QDVJ,Thyroid
40.010700,24.703907,312,9,GTEX-15SHW,Adipose_Visceral_Omentum
27.534132,18.953411,360,34,GTEX-ZAB4,Nerve_Tibial
12.198180,8.144876,266,18,GTEX-145MO,Artery_Aorta
11.797993,7.145131,152,22,GTEX-11DXZ,Liver
30.392852,8.335688,245,24,GTEX-15CHQ,Colon_Transverse
6.851688,5.655754,266,15,GTEX-UJMC,Artery_Aorta
35.329046,26.005089,382,9,GTEX-1C6VR,Lung
11.652553,5.098614,110,19,GTEX-13CF2,Brain_Hippocampus
8.241987,2.583447,131,15,GTEX-111FC,Prostate
18.035776,15.878471,413,17,GTEX-11XUK,Skin_Sun_Exposed_Lower_leg
20.880704,14.635029,413,21,GTEX-13O21,Skin_Sun_Exposed_Lower_leg
3.600547,1.202954,135,6,GTEX-ZZPT,Brain_Cortex
24.552237,19.834903,413,13,GTEX-X8HC,Skin_Sun_Exposed_Lower_leg
4.730503,6.051454,250,25,GTEX-XV7Q,Breast_Mammary_Tissue
14.400606,10.333108,224,24,GTEX-16XZZ,Testis
19.601614,32.819958,245,14,GTEX-TKQ1,Colon_Transverse
6.850277,6.904093,250,15,GTEX-T5JW,Breast_Mammary_Tissue
17.916924,12.095485,334,30,GTEX-14C5O,Esophagus_Muscularis
19.477490,19.235785,413,13,GTEX-145MF,Skin_Sun_Exposed_Lower_leg
25.892567,54.890844,299,9,GTEX-S4P3,Cells_Transformed_fibroblasts
15.313827,14.340604,384,20,GTEX-XPVG,Adipose_Subcutaneous
7.284242,6.232377,219,23,GTEX-1122O,Pancreas
10.231627,7.293140,250,21,GTEX-18A7A,Breast_Mammary_Tissue
7.381437,3.749882,124,15,GTEX-NPJ7,Brain_Cerebellar_Hemisphere
2.058873,0.345631,105,23,GTEX-13U4I,Vagina
20.000605,12.338092,266,23,GTEX-Y9LG,Artery_Aorta
15.870233,15.399077,384,13,GTEX-QEG4,Adipose_Subcutaneous
39.915526,40.527463,129,24,GTEX-17EVQ,Brain_Nucleus_accumbens_basal_ganglia
18.774774,10.337332,108,12,GTEX-14LZ3,Brain_Anterior_cingulate_cortex_BA24
9.600282,4.887233,266,21,GTEX-13CF3,Artery_Aorta
20.220517,10.206555,312,17,GTEX-12C56,Adipose_Visceral_Omentum
3.811295,5.815730,110,23,GTEX-11ZTS,Brain_Hippocampus
2.140747,4.180066,79,16,GTEX-132Q8,Brain_Substantia_nigra
28.624751,24.611334,387,7,GTEX-S7PM,Artery_Tibial
19.218133,14.586975,357,23,GTEX-ZVT3,Esophagus_Mucosa
23.137768,9.716385,236,15,GTEX-17F98,Stomach
31.402243,18.824939,360,11,GTEX-17F9Y,Nerve_Tibial
5.881914,8.640630,156,10,GTEX-1A3MW,Pituitary
14.658019,2.577693,129,14,GTEX-OHPN,Brain_Nucleus_accumbens_basal_ganglia
3.129794,0.586142,152,19,GTEX-11NUK,Liver
40.530935,36.508768,490,3,GTEX-U3ZG,Muscle_Skeletal
5.947036,9.321615,398,17,GTEX-T6MO,Thyroid
21.599348,25.614268,490,26,GTEX-WYVS,Muscle_Skeletal
9.430087,4.298386,334,17,GTEX-11XUK,Esophagus_Muscularis
23.909618,8.293603,384,15,GTEX-145MN,Adipose_Subcutaneous
5.411521,4.167141,110,18,GTEX-S7SE,Brain_Hippocampus
8.578428,2.985267,143,24,GTEX-13X6J,Brain_Caudate_basal_ganglia
10.830205,15.198562,271,19,GTEX-Q2AH,Heart_Left_Ventricle
12.599143,14.461585,490,15,GTEX-13NZA,Muscle_Skeletal
34.165201,27.372310,360,20,GTEX-183WM,Nerve_Tibial
2.282056,5.948539,143,15,GTEX-1B8L1,Brain_Caudate_basal_ganglia
3.820818,2.767079,124,14,GTEX-13QIC,Brain_Cerebellar_Hemisphere
22.512661,16.816301,360,26,GTEX-NPJ8,Nerve_Tibial
29.908723,17.681849,490,13,GTEX-QEG4,Muscle_Skeletal
5.624928,1.589855,156,24,GTEX-WHSE,Pituitary
21.854174,22.381967,299,13,GTEX-P4PQ,Cells_Transformed_fibroblasts
23.159582,13.898055,263,16,GTEX-UPK5,Heart_Atrial_Appendage
35.473102,37.549369,368,10,GTEX-W5X1,Whole_Blood
3.438392,0.464620,110,20,GTEX-16Z82,Brain_Putamen_basal_ganglia
20.675167,15.853362,334,19,GTEX-RNOR,Esophagus_Muscularis
10.387508,9.605922,224,13,GTEX-QEG4,Testis
31.608055,34.603812,368,15,GTEX-13OVK,Whole_Blood
13.226920,9.024207,413,16,GTEX-12WSJ,Skin_Sun_Exposed_Lower_leg
17.201619,10.830872,387,22,GTEX-U3ZN,Artery_Tibial
10.115460,12.872022,360,24,GTEX-QDT8,Nerve_Tibial
10.106721,7.806730,145,9,GTEX-15SB6,Spleen
24.519976,8.624188,151,17,GTEX-1B8SG,Artery_Coronary
64.392771,19.640892,245,16,GTEX-17F96,Colon_Transverse
16.085000,25.457203,135,17,GTEX-1B8SG,Brain_Cortex
47.046522,28.671720,357,10,GTEX-14ICK,Esophagus_Mucosa
4.485148,9.718909,110,22,GTEX-13OW5,Brain_Putamen_basal_ganglia
23.429867,15.437406,250,18,GTEX-UJHI,Breast_Mammary_Tissue
12.638050,4.989580,271,19,GTEX-14JG1,Heart_Left_Ventricle
