scale,err,#patients,#tissues,patient_id,tissue_name
31.640983,26.504016,490,13,GTEX-1477Z,Muscle_Skeletal
20.378875,21.248619,334,18,GTEX-14PJ3,Skin_Not_Sun_Exposed_Suprapubic
12.310387,7.181401,107,19,GTEX-14JIY,Brain_Hypothalamus
4.152518,4.782577,124,18,GTEX-12WSH,Brain_Cerebellar_Hemisphere
6.562821,1.233305,129,21,GTEX-14PN4,Brain_Nucleus_accumbens_basal_ganglia
13.401261,13.596228,360,16,GTEX-12WSF,Nerve_Tibial
27.305725,18.495859,387,10,GTEX-OXRN,Artery_Tibial
3.498873,2.856904,174,29,GTEX-14DAQ,Adrenal_Gland
34.577372,27.533470,413,15,GTEX-16MT8,Skin_Sun_Exposed_Lower_leg
3.510509,4.906995,224,17,GTEX-11NV4,Testis
15.487151,8.193450,382,32,GTEX-13OW6,Lung
10.266184,7.844005,299,24,GTEX-QDT8,Cells_Transformed_fibroblasts
18.125623,19.717291,384,17,GTEX-ZYVF,Adipose_Subcutaneous
5.372664,0.968819,107,18,GTEX-S7SE,Brain_Hypothalamus
9.665937,15.693485,116,20,GTEX-ZC5H,Cells_EBV-transformed_lymphocytes
55.566489,51.003872,271,17,GTEX-N7MT,Heart_Left_Ventricle
46.177072,30.387550,490,13,GTEX-QLQW,Muscle_Skeletal
25.232973,27.476119,384,20,GTEX-PX3G,Adipose_Subcutaneous
13.845350,11.944932,263,9,GTEX-XOT4,Heart_Atrial_Appendage
26.604292,19.918138,360,14,GTEX-TKQ1,Nerve_Tibial
5.755805,4.769744,202,23,GTEX-13PVR,Colon_Sigmoid
30.365590,30.070172,382,17,GTEX-14JG6,Lung
24.474626,17.293898,360,14,GTEX-13QIC,Nerve_Tibial
24.628100,11.144619,413,23,GTEX-16YQH,Skin_Sun_Exposed_Lower_leg
13.713689,10.740020,250,23,GTEX-13PVR,Breast_Mammary_Tissue
10.491202,8.284541,131,18,GTEX-13FXS,Prostate
10.299294,13.348612,245,17,GTEX-PLZ6,Colon_Transverse
3.323242,4.721822,107,16,GTEX-16GPK,Brain_Hypothalamus
23.883164,16.169944,382,15,GTEX-17F98,Lung
22.401491,15.518795,413,10,GTEX-1E1VI,Skin_Sun_Exposed_Lower_leg
13.785619,8.615553,334,16,GTEX-ZZ64,Skin_Not_Sun_Exposed_Suprapubic
21.500114,10.168516,236,16,GTEX-UPK5,Stomach
22.992314,21.373788,413,17,GTEX-X4XX,Skin_Sun_Exposed_Lower_leg
15.643563,22.113313,413,18,GTEX-13SLW,Skin_Sun_Exposed_Lower_leg
7.816113,4.639144,116,15,GTEX-ZLWG,Cells_EBV-transformed_lymphocytes
14.734034,6.550470,202,18,GTEX-14PJ3,Colon_Sigmoid
9.647468,8.007821,145,8,GTEX-1AYD5,Spleen
22.623678,37.341066,382,22,GTEX-13OW5,Lung
10.957831,6.084887,245,27,GTEX-11DXX,Colon_Transverse
6.702464,5.292142,212,37,GTEX-15ER7,Esophagus_Gastroesophageal_Junction
2.884530,2.592322,121,17,GTEX-T6MO,Ovary
6.328303,9.038371,151,17,GTEX-U3ZH,Artery_Coronary
7.597291,5.617093,107,17,GTEX-131XW,Brain_Hypothalamus
13.513643,9.059965,312,25,GTEX-17EVP,Adipose_Visceral_Omentum
4.747057,2.971198,212,23,GTEX-13FH7,Esophagus_Gastroesophageal_Junction
34.538604,39.091182,299,7,GTEX-11UD1,Cells_Transformed_fibroblasts
18.086872,13.607351,490,16,GTEX-ZA64,Muscle_Skeletal
10.567199,16.296748,245,17,GTEX-117YW,Colon_Transverse
22.702879,18.792753,145,13,GTEX-14ICL,Spleen
34.153119,35.727368,357,22,GTEX-131XE,Esophagus_Mucosa
3.054898,3.127794,87,17,GTEX-X4XX,Brain_Amygdala
8.670787,7.580174,398,20,GTEX-Y5V5,Thyroid
26.659467,12.082135,312,17,GTEX-XMK1,Adipose_Visceral_Omentum
19.001692,15.676412,387,29,GTEX-WY7C,Artery_Tibial
17.092870,8.446949,334,16,GTEX-R53T,Esophagus_Muscularis
10.978573,14.475869,299,17,GTEX-ZXG5,Cells_Transformed_fibroblasts
29.275396,14.898001,490,22,GTEX-T2IS,Muscle_Skeletal
16.982492,14.156867,413,17,GTEX-11WQC,Skin_Sun_Exposed_Lower_leg
14.638694,39.932460,368,5,GTEX-1192W,Whole_Blood
17.025787,9.073819,219,17,GTEX-1B932,Pancreas
12.815348,17.942129,271,16,GTEX-17F9E,Heart_Left_Ventricle
6.180718,5.339385,129,21,GTEX-13NYS,Brain_Nucleus_accumbens_basal_ganglia
19.533028,12.567581,357,22,GTEX-14PJ4,Esophagus_Mucosa
3.833542,2.525060,151,16,GTEX-15CHC,Artery_Coronary
7.259067,3.671262,135,17,GTEX-ZYY3,Brain_Cortex
12.133323,10.024453,174,19,GTEX-1AX9J,Adrenal_Gland
17.335961,13.405059,266,15,GTEX-QEG5,Artery_Aorta
2.384422,2.400521,108,22,GTEX-15G19,Brain_Anterior_cingulate_cortex_BA24
5.561875,4.949048,312,24,GTEX-WYJK,Adipose_Visceral_Omentum
11.794307,8.129357,398,19,GTEX-14AS3,Thyroid
15.308393,11.221661,266,14,GTEX-S95S,Artery_Aorta
28.018686,11.266498,312,30,GTEX-14C5O,Adipose_Visceral_Omentum
6.115254,3.263743,108,21,GTEX-ZF28,Brain_Anterior_cingulate_cortex_BA24
21.328024,4.746919,312,15,GTEX-ZQG8,Adipose_Visceral_Omentum
35.413934,11.277773,245,16,GTEX-15CHC,Colon_Transverse
23.330353,19.026431,360,16,GTEX-16GPK,Nerve_Tibial
8.318971,2.757243,202,30,GTEX-13OVJ,Colon_Sigmoid
9.069823,7.197744,398,18,GTEX-S7SE,Thyroid
5.238387,2.595833,121,16,GTEX-12WSJ,Ovary
15.311946,7.917640,236,16,GTEX-R53T,Stomach
4.772337,13.521479,156,20,GTEX-1A3MX,Pituitary
9.407922,4.542170,334,18,GTEX-14E6C,Esophagus_Muscularis
10.332675,14.133464,145,15,GTEX-OIZH,Spleen
25.192897,16.631690,413,19,GTEX-QVJO,Skin_Sun_Exposed_Lower_leg
17.683001,10.208432,131,22,GTEX-17HHE,Prostate
21.589705,18.282648,299,29,GTEX-ZUA1,Cells_Transformed_fibroblasts
6.728819,5.708830,105,20,GTEX-183WM,Vagina
18.433065,26.636494,368,21,GTEX-WFG7,Whole_Blood
24.806378,21.117813,299,19,GTEX-RNOR,Cells_Transformed_fibroblasts
5.714704,8.127235,219,17,GTEX-11XUK,Pancreas
8.651550,5.650814,79,15,GTEX-14ASI,Brain_Substantia_nigra
6.836660,9.456927,236,17,GTEX-T6MO,Stomach
6.436941,8.609911,121,22,GTEX-XGQ4,Small_Intestine_Terminal_Ileum
12.379277,19.151097,107,26,GTEX-NPJ8,Brain_Hypothalamus
17.425701,4.774317,108,8,GTEX-13PLJ,Brain_Anterior_cingulate_cortex_BA24
6.450602,6.586903,334,14,GTEX-YECK,Skin_Not_Sun_Exposed_Suprapubic
7.535406,8.621025,79,24,GTEX-WHSE,Brain_Substantia_nigra
8.988707,2.996162,153,24,GTEX-QDT8,Brain_Cerebellum
5.914068,9.447748,224,21,GTEX-17KNJ,Testis
4.603868,3.489099,84,25,GTEX-11EQ9,Minor_Salivary_Gland
25.242436,18.300850,250,12,GTEX-117XS,Breast_Mammary_Tissue
43.346828,33.860305,368,24,GTEX-1211K,Whole_Blood
27.460857,19.612956,398,13,GTEX-13FTY,Thyroid
4.442044,7.962490,145,17,GTEX-QV44,Spleen
53.730117,34.716572,334,23,GTEX-16YQH,Skin_Not_Sun_Exposed_Suprapubic
15.801059,12.431556,490,23,GTEX-13PVR,Muscle_Skeletal
18.491059,14.781545,387,22,GTEX-11DXZ,Artery_Tibial
32.034434,16.340281,110,21,GTEX-17HHY,Brain_Putamen_basal_ganglia
12.385028,16.060989,245,10,GTEX-14ICK,Colon_Transverse
6.206920,2.379391,263,22,GTEX-14PJ4,Heart_Atrial_Appendage
4.538756,6.001849,108,18,GTEX-13X6I,Brain_Anterior_cingulate_cortex_BA24
27.295034,7.604955,387,18,GTEX-ZQUD,Artery_Tibial
6.406444,4.385677,82,21,GTEX-13NYS,Brain_Spinal_cord_cervical_c-1
18.651462,13.991260,299,6,GTEX-WOFL,Cells_Transformed_fibroblasts
9.288875,19.671498,299,17,GTEX-QV44,Cells_Transformed_fibroblasts
9.272006,9.270058,266,19,GTEX-XUZC,Artery_Aorta
13.103261,15.478015,387,16,GTEX-132Q8,Artery_Tibial
2.881886,4.421197,110,25,GTEX-Q2AG,Brain_Hippocampus
32.163192,16.853816,490,27,GTEX-11DXX,Muscle_Skeletal
25.219480,22.191895,334,26,GTEX-WYVS,Skin_Not_Sun_Exposed_Suprapubic
4.707019,2.442954,121,20,GTEX-XPVG,Small_Intestine_Terminal_Ileum
16.567093,25.399617,398,21,GTEX-17KNJ,Thyroid
12.625459,13.317589,384,10,GTEX-13NZB,Adipose_Subcutaneous
23.709412,37.120322,413,20,GTEX-17F97,Skin_Sun_Exposed_Lower_leg
9.071215,1.738416,135,20,GTEX-14BIM,Brain_Cortex
10.220268,8.231674,490,22,GTEX-12WSL,Muscle_Skeletal
18.117980,7.742667,266,22,GTEX-12WSK,Artery_Aorta
21.749248,24.133030,490,17,GTEX-13OVH,Muscle_Skeletal
21.868480,23.050044,382,21,GTEX-13OW7,Lung
10.558203,13.327126,413,11,GTEX-RN64,Skin_Sun_Exposed_Lower_leg
10.625597,2.205812,219,16,GTEX-RM2N,Pancreas
13.855263,8.282366,312,22,GTEX-139YR,Adipose_Visceral_Omentum
3.275166,1.765432,153,22,GTEX-12ZZY,Brain_Cerebellum
18.589722,16.206184,82,17,GTEX-X4EP,Brain_Spinal_cord_cervical_c-1
9.728586,7.655710,334,24,GTEX-ZDXO,Skin_Not_Sun_Exposed_Suprapubic
5.876013,8.676902,116,17,GTEX-XMK1,Cells_EBV-transformed_lymphocytes
11.440749,11.427339,398,14,GTEX-11UD2,Thyroid
22.898092,16.524563,299,17,GTEX-11NV4,Cells_Transformed_fibroblasts
21.735883,2.318811,87,20,GTEX-183WM,Brain_Amygdala
12.990500,14.305534,299,9,GTEX-11DZ1,Cells_Transformed_fibroblasts
19.778979,17.753506,413,17,GTEX-133LE,Skin_Sun_Exposed_Lower_leg
8.567607,8.737333,219,29,GTEX-WY7C,Pancreas
29.089946,18.073807,413,17,GTEX-P44H,Skin_Sun_Exposed_Lower_leg
10.339437,15.250238,110,12,GTEX-14LZ3,Brain_Putamen_basal_ganglia
20.701753,17.940548,236,8,GTEX-S7SF,Stomach
5.221942,5.622551,219,16,GTEX-WHSB,Pancreas
17.296309,20.847371,224,12,GTEX-R55D,Testis
7.553793,3.853805,153,17,GTEX-1B8SG,Brain_Cerebellum
15.415651,26.719311,360,8,GTEX-13W46,Nerve_Tibial
5.406764,1.051905,105,24,GTEX-13D11,Vagina
9.290401,8.136352,236,12,GTEX-15EU6,Stomach
7.022770,4.539826,151,29,GTEX-WY7C,Artery_Coronary
14.953053,5.153505,153,9,GTEX-145MG,Brain_Cerebellum
5.661432,5.832260,131,22,GTEX-ZPU1,Prostate
4.877576,4.111470,174,22,GTEX-12WSL,Adrenal_Gland
2.962988,4.665508,153,13,GTEX-11GSO,Brain_Cerebellum
5.058148,3.595687,224,17,GTEX-U3ZH,Testis
16.729629,7.152614,360,19,GTEX-ZVZP,Nerve_Tibial
34.866246,28.594503,387,14,GTEX-1C4CL,Artery_Tibial
12.489640,5.727408,212,21,GTEX-WEY5,Esophagus_Gastroesophageal_Junction
4.009601,2.527851,219,14,GTEX-ZLFU,Pancreas
47.309266,9.492401,334,10,GTEX-1A3MW,Skin_Not_Sun_Exposed_Suprapubic
22.426427,13.899433,384,14,GTEX-1497J,Adipose_Subcutaneous
6.205905,15.082628,387,13,GTEX-RWSA,Artery_Tibial
5.519761,3.320737,100,19,GTEX-W5WG,Uterus
4.772639,8.293608,107,17,GTEX-1B8SG,Brain_Hypothalamus
4.515219,3.308186,174,15,GTEX-S33H,Adrenal_Gland
11.901775,11.996883,413,11,GTEX-14E6D,Skin_Sun_Exposed_Lower_leg
2.872747,1.739806,131,24,GTEX-16XZZ,Prostate
5.094127,4.224413,153,21,GTEX-17JCI,Brain_Cerebellum
23.656048,16.409829,312,23,GTEX-11EM3,Adipose_Visceral_Omentum
6.646130,15.382685,236,10,GTEX-15CHR,Stomach
9.649191,8.896848,107,14,GTEX-13QJC,Brain_Hypothalamus
64.095966,100.205597,271,10,GTEX-1A3MW,Heart_Left_Ventricle
17.606680,16.238042,490,23,GTEX-13W3W,Muscle_Skeletal
14.436693,10.032229,236,14,GTEX-ZLFU,Stomach
2.860490,1.701953,117,24,GTEX-13O3Q,Brain_Frontal_Cortex_BA9
6.193662,5.201513,245,19,GTEX-R55G,Colon_Transverse
8.992326,4.396073,334,29,GTEX-WY7C,Skin_Not_Sun_Exposed_Suprapubic
10.842252,10.121992,357,12,GTEX-WRHK,Esophagus_Mucosa
33.838192,31.513185,368,22,GTEX-U3ZN,Whole_Blood
6.929522,3.880230,152,21,GTEX-U8XE,Liver
5.286505,4.455472,121,16,GTEX-ZAJG,Ovary
25.529206,28.258513,490,23,GTEX-13FH7,Muscle_Skeletal
15.624638,39.767816,334,26,GTEX-NPJ8,Esophagus_Muscularis
11.988139,13.358735,387,8,GTEX-13PLJ,Artery_Tibial
18.452921,17.558808,413,22,GTEX-12ZZY,Skin_Sun_Exposed_Lower_leg
8.371952,5.250426,152,20,GTEX-X261,Liver
7.556903,5.698658,153,12,GTEX-117XS,Brain_Cerebellum
7.871969,7.532846,245,14,GTEX-ZY6K,Colon_Transverse
20.473321,9.519740,263,16,GTEX-1A32A,Heart_Atrial_Appendage
10.347419,4.521916,116,21,GTEX-WFG7,Cells_EBV-transformed_lymphocytes
31.740369,25.448064,413,13,GTEX-QEG4,Skin_Sun_Exposed_Lower_leg
7.943128,3.466340,212,27,GTEX-11TT1,Esophagus_Gastroesophageal_Junction
9.611959,5.953723,121,27,GTEX-Y3IK,Small_Intestine_Terminal_Ileum
19.632956,15.540493,384,24,GTEX-13O3Q,Adipose_Subcutaneous
1.412729,1.476729,135,21,GTEX-17JCI,Brain_Cortex
21.853656,7.869030,334,20,GTEX-Y5V5,Skin_Not_Sun_Exposed_Suprapubic
10.371344,11.142420,334,19,GTEX-11GS4,Skin_Not_Sun_Exposed_Suprapubic
13.790478,5.868773,263,16,GTEX-132NY,Heart_Atrial_Appendage
5.959708,6.547141,143,12,GTEX-14LZ3,Brain_Caudate_basal_ganglia
21.681876,17.382620,382,20,GTEX-X261,Lung
9.707647,16.725644,202,15,GTEX-12ZZW,Colon_Sigmoid
32.428381,17.938478,398,15,GTEX-ZLWG,Thyroid
15.359432,11.736126,245,18,GTEX-14PJ3,Colon_Transverse
3.935944,1.301789,152,13,GTEX-X4XY,Liver
7.923182,6.664631,212,26,GTEX-13PVQ,Esophagus_Gastroesophageal_Junction
8.953296,4.985226,116,18,GTEX-XBEW,Cells_EBV-transformed_lymphocytes
13.213396,10.576479,131,18,GTEX-NFK9,Prostate
19.555211,10.723244,266,15,GTEX-17F98,Artery_Aorta
16.129436,16.438305,250,20,GTEX-183WM,Breast_Mammary_Tissue
13.580170,10.970855,135,13,GTEX-1A8G7,Brain_Cortex
48.022637,38.619550,382,26,GTEX-NPJ8,Lung
33.804603,27.034492,245,22,GTEX-14PJ4,Colon_Transverse
13.060529,10.208881,360,11,GTEX-17EUY,Nerve_Tibial
11.727903,4.820390,212,27,GTEX-Y3IK,Esophagus_Gastroesophageal_Junction
15.684915,11.931177,387,19,GTEX-13PL7,Artery_Tibial
8.865383,7.196515,413,12,GTEX-WRHK,Skin_Sun_Exposed_Lower_leg
15.134125,6.327776,266,21,GTEX-WFG7,Artery_Aorta
15.245634,14.131358,382,23,GTEX-13W3W,Lung
9.939362,6.041222,236,16,GTEX-RTLS,Stomach
16.836636,17.580845,413,19,GTEX-W5WG,Skin_Sun_Exposed_Lower_leg
13.964051,7.326810,271,23,GTEX-117YX,Heart_Left_Ventricle
25.987781,20.943537,250,21,GTEX-17HHY,Breast_Mammary_Tissue
7.833250,4.863503,156,17,GTEX-131XW,Pituitary
2.641122,1.343966,131,12,GTEX-U3ZM,Prostate
10.613030,182.043401,271,13,GTEX-OXRK,Heart_Left_Ventricle
25.153273,20.008010,263,24,GTEX-WFON,Heart_Atrial_Appendage
4.418798,3.680506,219,27,GTEX-11DXX,Pancreas
19.445257,10.928569,398,18,GTEX-QDVN,Thyroid
11.197628,9.232665,312,7,GTEX-15D1Q,Adipose_Visceral_Omentum
7.257422,6.556050,263,15,GTEX-1192X,Heart_Atrial_Appendage
5.262227,6.840450,245,23,GTEX-11EM3,Colon_Transverse
19.397837,18.528327,357,20,GTEX-ZC5H,Esophagus_Mucosa
5.479080,5.612331,271,23,GTEX-XXEK,Heart_Left_Ventricle
18.127438,11.302934,312,18,GTEX-14PJ3,Adipose_Visceral_Omentum
27.200411,9.941417,312,9,GTEX-1EWIQ,Adipose_Visceral_Omentum
4.974226,31.845432,263,21,GTEX-18A7A,Heart_Atrial_Appendage
3.233948,2.275657,151,9,GTEX-O5YW,Artery_Coronary
10.492496,16.453292,131,13,GTEX-1477Z,Prostate
30.237992,15.402342,398,17,GTEX-ZZPU,Thyroid
10.919317,6.020311,121,21,GTEX-1AMFI,Ovary
1.967935,1.221346,153,17,GTEX-X4EP,Brain_Cerebellum
16.283489,13.178348,360,17,GTEX-ZXG5,Nerve_Tibial
17.320836,12.985024,357,15,GTEX-145MN,Esophagus_Mucosa
7.208549,6.247894,153,21,GTEX-WL46,Brain_Cerebellum
19.078205,15.053972,334,14,GTEX-RUSQ,Esophagus_Muscularis
4.192259,2.004947,212,12,GTEX-15RIF,Esophagus_Gastroesophageal_Junction
8.785455,3.753789,271,18,GTEX-QLQ7,Heart_Left_Ventricle
3.133581,3.615869,116,27,GTEX-T5JC,Cells_EBV-transformed_lymphocytes
23.181504,15.298863,357,24,GTEX-1211K,Esophagus_Mucosa
16.534336,18.031923,384,18,GTEX-13S7M,Adipose_Subcutaneous
8.669466,2.856154,219,21,GTEX-1AMFI,Pancreas
54.523294,41.741151,384,15,GTEX-QMRM,Adipose_Subcutaneous
12.975885,15.659785,384,18,GTEX-PWCY,Adipose_Subcutaneous
15.899082,21.013890,490,12,GTEX-13QJ3,Muscle_Skeletal
1.710998,2.573481,153,19,GTEX-11NUK,Brain_Cerebellum
39.790215,31.373026,387,24,GTEX-16XZZ,Artery_Tibial
21.075191,6.071187,334,17,GTEX-ZZPU,Esophagus_Muscularis
16.338612,20.724396,334,11,GTEX-16MTA,Skin_Not_Sun_Exposed_Suprapubic
7.452830,3.568182,107,19,GTEX-13FLV,Brain_Hypothalamus
22.381218,4.954623,334,23,GTEX-131XF,Esophagus_Muscularis
4.773733,3.243039,121,37,GTEX-15ER7,Ovary
9.422237,9.222896,490,16,GTEX-11ZTT,Muscle_Skeletal
15.344577,13.017004,245,19,GTEX-15SHU,Colon_Transverse
6.808119,6.330849,151,26,GTEX-RU72,Artery_Coronary
9.865104,4.604466,360,11,GTEX-WYBS,Nerve_Tibial
32.693084,17.073176,368,17,GTEX-N7MT,Whole_Blood
4.251891,4.776782,245,22,GTEX-XGQ4,Colon_Transverse
8.721221,8.079618,334,21,GTEX-Y5V6,Esophagus_Muscularis
5.181747,1.573546,100,23,GTEX-ZP4G,Uterus
