scale,err,#patients,#tissues,patient_id,tissue_name
3.317454,1.924730,116,15,GTEX-ZV6S,Cells_EBV-transformed_lymphocytes
27.148132,6.851196,271,19,GTEX-1AX9J,Heart_Left_Ventricle
9.270289,11.396804,224,19,GTEX-ZVZP,Testis
20.440846,15.861778,224,15,GTEX-183FY,Testis
41.065078,28.243891,490,25,GTEX-Q2AG,Muscle_Skeletal
22.541314,18.267536,490,19,GTEX-ZVZP,Muscle_Skeletal
15.245634,12.932260,382,23,GTEX-13W3W,Lung
17.518138,25.442143,266,13,GTEX-P4PQ,Artery_Aorta
24.455627,15.382732,266,26,GTEX-NPJ8,Artery_Aorta
13.906437,14.302455,110,25,GTEX-14E7W,Brain_Putamen_basal_ganglia
5.218492,5.225530,145,19,GTEX-R55G,Spleen
28.607447,22.298878,357,20,GTEX-ZYFG,Esophagus_Mucosa
30.868918,36.150179,236,21,GTEX-1A3MV,Stomach
27.186294,23.493074,357,18,GTEX-YJ89,Esophagus_Mucosa
12.664599,12.838189,266,9,GTEX-S4P3,Artery_Aorta
16.006895,9.004253,334,18,GTEX-XBEW,Esophagus_Muscularis
9.957621,10.041437,387,16,GTEX-139TT,Artery_Tibial
13.125299,10.176031,360,17,GTEX-ZLV1,Nerve_Tibial
31.555790,18.494284,357,21,GTEX-U8XE,Esophagus_Mucosa
11.891705,7.697258,312,15,GTEX-ZTSS,Adipose_Visceral_Omentum
25.373705,23.987457,384,14,GTEX-15DDE,Adipose_Subcutaneous
79.117024,49.691956,490,13,GTEX-17MFQ,Muscle_Skeletal
17.223987,26.121593,360,14,GTEX-S95S,Nerve_Tibial
13.064113,5.483862,360,19,GTEX-13FLV,Nerve_Tibial
20.219569,13.577884,384,9,GTEX-X4LF,Adipose_Subcutaneous
6.549986,5.469473,271,21,GTEX-YEC3,Heart_Left_Ventricle
19.158510,22.344424,219,23,GTEX-17MF6,Pancreas
7.663847,4.456538,266,23,GTEX-13FH7,Artery_Aorta
3.312956,3.138804,131,20,GTEX-XPVG,Prostate
16.565956,9.564383,360,27,GTEX-11DXX,Nerve_Tibial
7.923182,6.750978,212,26,GTEX-13PVQ,Esophagus_Gastroesophageal_Junction
9.646908,12.731689,357,13,GTEX-17MFQ,Esophagus_Mucosa
18.420399,13.417195,299,15,GTEX-S33H,Cells_Transformed_fibroblasts
22.043372,15.074762,266,15,GTEX-14ASI,Artery_Aorta
39.859160,14.456180,360,13,GTEX-1A8G7,Nerve_Tibial
24.626689,16.913371,413,23,GTEX-117YX,Skin_Sun_Exposed_Lower_leg
10.679900,5.295922,271,15,GTEX-ZAB5,Heart_Left_Ventricle
28.415300,52.158218,368,23,GTEX-11ZUS,Whole_Blood
29.884156,18.168670,413,27,GTEX-Y114,Skin_Sun_Exposed_Lower_leg
9.430087,6.101779,334,17,GTEX-11XUK,Esophagus_Muscularis
14.032957,17.944098,398,24,GTEX-13D11,Thyroid
7.363502,5.315190,245,17,GTEX-133LE,Colon_Transverse
9.426555,7.583024,116,12,GTEX-WRHK,Cells_EBV-transformed_lymphocytes
23.928667,20.520216,490,24,GTEX-QDT8,Muscle_Skeletal
14.221511,20.686242,299,23,GTEX-ZVT3,Cells_Transformed_fibroblasts
19.583904,12.935167,334,19,GTEX-Y111,Esophagus_Muscularis
12.224266,15.176736,398,14,GTEX-1A8G6,Thyroid
6.941492,13.680176,135,10,GTEX-11TTK,Brain_Cortex
15.935879,12.855782,398,19,GTEX-11GS4,Thyroid
16.998557,12.471021,219,19,GTEX-1AX9J,Pancreas
5.914068,9.451479,224,21,GTEX-17KNJ,Testis
21.237217,20.691367,266,25,GTEX-14E7W,Artery_Aorta
12.963174,10.933676,398,17,GTEX-14PN3,Thyroid
25.327769,13.077627,382,15,GTEX-145MN,Lung
6.174552,5.276538,266,24,GTEX-ZDXO,Artery_Aorta
29.403272,21.275183,334,24,GTEX-13X6K,Skin_Not_Sun_Exposed_Suprapubic
25.766007,9.494597,382,18,GTEX-NFK9,Lung
9.251382,5.586649,124,25,GTEX-15DYW,Brain_Cerebellar_Hemisphere
3.069668,3.333506,219,15,GTEX-146FQ,Pancreas
17.352310,15.068702,398,13,GTEX-15RIE,Thyroid
13.103261,17.360261,387,16,GTEX-132Q8,Artery_Tibial
6.097878,9.073367,360,20,GTEX-Y8LW,Nerve_Tibial
5.015986,5.649439,266,21,GTEX-U8XE,Artery_Aorta
33.065986,17.872388,382,18,GTEX-UJHI,Lung
21.429771,11.761824,263,22,GTEX-ZPU1,Heart_Atrial_Appendage
15.689129,6.246242,263,11,GTEX-14PHY,Heart_Atrial_Appendage
14.897087,13.188067,413,22,GTEX-15G19,Skin_Sun_Exposed_Lower_leg
22.291271,17.673953,357,18,GTEX-WVLH,Esophagus_Mucosa
5.626215,6.494199,129,24,GTEX-ZDXO,Brain_Nucleus_accumbens_basal_ganglia
6.778790,4.370737,250,23,GTEX-13W3W,Breast_Mammary_Tissue
16.408742,12.940013,334,19,GTEX-11P82,Skin_Not_Sun_Exposed_Suprapubic
18.921021,20.294993,387,21,GTEX-1B8KZ,Artery_Tibial
37.898172,24.019859,368,23,GTEX-ZVT3,Whole_Blood
3.482186,10.290265,129,24,GTEX-16XZZ,Brain_Nucleus_accumbens_basal_ganglia
12.736046,9.064820,357,25,GTEX-12BJ1,Esophagus_Mucosa
15.988293,17.308915,334,14,GTEX-T8EM,Esophagus_Muscularis
12.971314,12.088367,263,37,GTEX-15ER7,Heart_Atrial_Appendage
35.453054,26.209404,490,17,GTEX-ZVP2,Muscle_Skeletal
36.351940,10.417905,398,13,GTEX-12WSE,Thyroid
9.930726,15.800858,212,18,GTEX-YFCO,Esophagus_Gastroesophageal_Junction
28.624751,28.070708,387,7,GTEX-S7PM,Artery_Tibial
5.657302,6.166804,121,23,GTEX-14BMU,Small_Intestine_Terminal_Ileum
2.223741,1.807210,152,17,GTEX-11WQC,Liver
3.275166,4.586968,153,22,GTEX-12ZZY,Brain_Cerebellum
25.654397,20.191530,413,14,GTEX-1AYCT,Skin_Sun_Exposed_Lower_leg
10.094453,10.722878,245,16,GTEX-WHSB,Colon_Transverse
4.817171,4.576759,151,23,GTEX-13U4I,Artery_Coronary
8.988707,2.705977,153,24,GTEX-QDT8,Brain_Cerebellum
7.760001,3.893869,129,24,GTEX-13VXU,Brain_Nucleus_accumbens_basal_ganglia
4.026095,3.506014,82,37,GTEX-15ER7,Brain_Spinal_cord_cervical_c-1
6.557346,5.678041,174,21,GTEX-Y5V6,Adrenal_Gland
26.122132,17.536033,490,14,GTEX-1C4CL,Muscle_Skeletal
5.298585,3.553958,357,18,GTEX-145MO,Esophagus_Mucosa
9.301790,7.836156,110,6,GTEX-1C64N,Brain_Putamen_basal_ganglia
26.855273,22.586389,368,24,GTEX-13VXU,Whole_Blood
21.076587,22.127524,263,13,GTEX-14XAO,Heart_Atrial_Appendage
14.860307,13.257740,398,21,GTEX-13CF3,Thyroid
4.551116,6.633013,110,24,GTEX-13G51,Brain_Putamen_basal_ganglia
26.467969,20.151672,143,10,GTEX-OXRO,Brain_Caudate_basal_ganglia
12.089598,12.348803,299,24,GTEX-ZVT2,Cells_Transformed_fibroblasts
22.409791,10.818128,357,24,GTEX-ZVT2,Esophagus_Mucosa
10.288623,9.544451,299,18,GTEX-QCQG,Cells_Transformed_fibroblasts
21.266142,2.710816,174,15,GTEX-16MT8,Adrenal_Gland
30.275734,9.590178,360,19,GTEX-RNOR,Nerve_Tibial
12.791629,3.326262,121,14,GTEX-TML8,Ovary
23.654771,14.081664,360,25,GTEX-14E7W,Nerve_Tibial
12.480092,13.795654,219,19,GTEX-1B996,Pancreas
35.072667,25.173012,360,23,GTEX-Y9LG,Nerve_Tibial
1.761380,1.314200,174,20,GTEX-PX3G,Adrenal_Gland
5.369229,3.216390,110,16,GTEX-15DCD,Brain_Putamen_basal_ganglia
7.451515,6.735303,334,29,GTEX-WY7C,Esophagus_Muscularis
10.451908,6.653096,245,15,GTEX-ZTSS,Colon_Transverse
16.198982,8.236275,143,10,GTEX-OXRN,Brain_Caudate_basal_ganglia
13.505541,10.778024,312,19,GTEX-13JUV,Adipose_Visceral_Omentum
18.589722,15.980138,82,17,GTEX-X4EP,Brain_Spinal_cord_cervical_c-1
4.416067,2.790724,153,23,GTEX-16YQH,Brain_Cerebellum
11.388666,9.451074,212,19,GTEX-XUZC,Esophagus_Gastroesophageal_Junction
16.908005,14.415662,250,19,GTEX-11P82,Breast_Mammary_Tissue
18.329644,13.532551,245,12,GTEX-OHPM,Colon_Transverse
6.543637,6.192913,245,13,GTEX-OXRL,Colon_Transverse
7.119034,3.270503,121,24,GTEX-131XG,Ovary
3.960664,2.361680,151,13,GTEX-ZF3C,Artery_Coronary
34.378897,17.189963,357,16,GTEX-16AAH,Esophagus_Mucosa
18.362486,16.269895,312,10,GTEX-14ICK,Adipose_Visceral_Omentum
8.772233,7.257621,266,17,GTEX-TMMY,Artery_Aorta
30.385241,4.932566,212,19,GTEX-1B996,Esophagus_Gastroesophageal_Junction
11.336080,10.028522,263,7,GTEX-15D1Q,Heart_Atrial_Appendage
31.640983,24.282410,490,13,GTEX-1477Z,Muscle_Skeletal
14.811520,15.488327,384,24,GTEX-ZDYS,Adipose_Subcutaneous
15.657138,15.692921,384,16,GTEX-16GPK,Adipose_Subcutaneous
8.534861,5.789282,224,15,GTEX-147JS,Testis
12.776248,8.562906,121,19,GTEX-QVJO,Ovary
9.950349,5.571949,143,30,GTEX-13OW8,Brain_Caudate_basal_ganglia
17.701004,15.724883,271,36,GTEX-12WSD,Heart_Left_Ventricle
2.400028,0.779481,145,19,GTEX-W5WG,Spleen
4.730998,5.849531,219,13,GTEX-QLQW,Pancreas
6.940478,2.814341,117,12,GTEX-QMR6,Brain_Frontal_Cortex_BA9
17.193953,16.456233,334,18,GTEX-12WSH,Skin_Not_Sun_Exposed_Suprapubic
28.680625,14.339981,382,13,GTEX-P4PQ,Lung
9.551341,3.510399,236,12,GTEX-WRHK,Stomach
6.808119,6.871527,151,26,GTEX-RU72,Artery_Coronary
4.593588,1.586703,121,36,GTEX-12WSD,Ovary
19.468495,18.715611,387,6,GTEX-X62O,Artery_Tibial
21.223663,23.551285,250,26,GTEX-RU72,Breast_Mammary_Tissue
31.902968,33.711083,368,24,GTEX-TSE9,Whole_Blood
11.324412,7.685691,105,19,GTEX-146FH,Vagina
28.203880,17.260942,360,14,GTEX-1AYCT,Nerve_Tibial
4.502183,6.346640,245,13,GTEX-QLQW,Colon_Transverse
4.465849,9.509865,151,22,GTEX-11DXZ,Artery_Coronary
43.706198,31.556783,413,5,GTEX-TMZS,Skin_Sun_Exposed_Lower_leg
9.464950,11.094030,236,23,GTEX-ZF2S,Stomach
16.328207,12.495096,312,15,GTEX-147JS,Adipose_Visceral_Omentum
7.786733,4.907096,212,11,GTEX-14PJ2,Esophagus_Gastroesophageal_Junction
15.034999,18.699420,382,9,GTEX-11DZ1,Lung
41.160276,15.978257,334,22,GTEX-XQ8I,Esophagus_Muscularis
7.602273,5.428521,156,18,GTEX-14BIL,Pituitary
21.691569,16.965579,382,14,GTEX-1A8G6,Lung
3.178306,5.295925,245,22,GTEX-U3ZN,Colon_Transverse
14.364008,12.834118,382,19,GTEX-147GR,Lung
13.657334,4.651983,79,19,GTEX-1B996,Brain_Substantia_nigra
21.677197,7.011023,312,11,GTEX-14E6D,Adipose_Visceral_Omentum
13.755338,7.273476,105,13,GTEX-X8HC,Vagina
15.806834,6.638854,312,13,GTEX-X8HC,Adipose_Visceral_Omentum
23.226194,15.963656,490,20,GTEX-11DXY,Muscle_Skeletal
4.506369,3.102655,100,5,GTEX-S4UY,Uterus
5.246604,5.681552,202,26,GTEX-14BIN,Colon_Sigmoid
1.958857,0.531597,117,28,GTEX-1313W,Brain_Frontal_Cortex_BA9
25.481964,13.756620,368,15,GTEX-147JS,Whole_Blood
8.704257,10.529427,236,15,GTEX-UJMC,Stomach
14.737757,11.328508,384,13,GTEX-13FTY,Adipose_Subcutaneous
7.243955,7.011468,384,23,GTEX-13U4I,Adipose_Subcutaneous
4.118139,4.322910,224,21,GTEX-WFG8,Testis
16.291304,20.646466,357,21,GTEX-13CF3,Esophagus_Mucosa
7.235515,4.204049,135,25,GTEX-14C39,Brain_Cortex
8.606976,8.984388,105,14,GTEX-14A5I,Vagina
11.092795,7.802981,153,21,GTEX-N7MS,Brain_Cerebellum
6.315085,7.110594,152,15,GTEX-S33H,Liver
16.400492,16.833117,299,12,GTEX-WRHK,Cells_Transformed_fibroblasts
10.753366,6.092569,153,16,GTEX-15EO6,Brain_Cerebellum
13.526633,19.610341,299,15,GTEX-UJMC,Cells_Transformed_fibroblasts
13.375754,16.564760,224,24,GTEX-17HII,Testis
15.827203,13.692644,384,10,GTEX-14LLW,Adipose_Subcutaneous
14.305792,10.853618,107,20,GTEX-11WQK,Brain_Hypothalamus
11.222046,5.602064,263,24,GTEX-111YS,Heart_Atrial_Appendage
7.009562,4.283241,121,22,GTEX-11EMC,Ovary
26.232398,9.521226,312,20,GTEX-1A3MX,Adipose_Visceral_Omentum
21.537980,20.825058,384,24,GTEX-111YS,Adipose_Subcutaneous
8.811115,4.001790,121,23,GTEX-Y9LG,Small_Intestine_Terminal_Ileum
12.650640,8.133613,224,18,GTEX-X3Y1,Testis
19.218133,17.455097,357,23,GTEX-ZVT3,Esophagus_Mucosa
8.568869,6.322483,263,11,GTEX-16NPX,Heart_Atrial_Appendage
10.870628,11.324614,245,19,GTEX-Q2AH,Colon_Transverse
18.813975,14.617460,250,20,GTEX-1BAJH,Breast_Mammary_Tissue
20.898502,13.464397,387,23,GTEX-16YQH,Artery_Tibial
47.275150,34.153887,382,9,GTEX-15SHW,Lung
11.936227,17.494638,413,24,GTEX-13VXU,Skin_Sun_Exposed_Lower_leg
40.917464,38.944530,382,17,GTEX-QV44,Lung
15.502731,7.161507,357,28,GTEX-14PJM,Esophagus_Mucosa
11.777957,9.814308,357,14,GTEX-S95S,Esophagus_Mucosa
7.387344,7.645978,156,24,GTEX-17HII,Pituitary
9.443936,6.150080,84,19,GTEX-14JIY,Minor_Salivary_Gland
68.276750,30.478302,413,10,GTEX-1A3MW,Skin_Sun_Exposed_Lower_leg
35.189903,11.860626,250,18,GTEX-ZQUD,Breast_Mammary_Tissue
1.508259,2.376928,156,23,GTEX-11ZUS,Pituitary
12.505566,11.019571,245,20,GTEX-16Z82,Colon_Transverse
4.460217,5.348592,245,17,GTEX-P78B,Colon_Transverse
14.632298,22.287590,368,18,GTEX-UTHO,Whole_Blood
35.585049,34.402107,490,24,GTEX-13VXU,Muscle_Skeletal
13.262250,11.930213,151,26,GTEX-NPJ8,Artery_Coronary
8.730494,6.845728,413,20,GTEX-R55E,Skin_Sun_Exposed_Lower_leg
5.061484,10.810681,219,17,GTEX-ZYY3,Pancreas
46.653911,43.174717,490,16,GTEX-16GPK,Muscle_Skeletal
24.706120,10.272262,398,13,GTEX-Z9EW,Thyroid
17.877131,13.663737,357,18,GTEX-QCQG,Esophagus_Mucosa
6.094769,6.326915,152,1,GTEX-1GF9W,Liver
5.311392,5.796310,145,23,GTEX-13FH7,Spleen
9.929321,8.502081,219,23,GTEX-13W3W,Pancreas
8.326950,4.736446,79,27,GTEX-T5JC,Brain_Substantia_nigra
15.014051,11.667655,387,24,GTEX-WYJK,Artery_Tibial
4.379393,5.109709,135,5,GTEX-1CB4H,Brain_Cortex
14.865281,8.028064,263,16,GTEX-12WSA,Heart_Atrial_Appendage
22.559303,19.222501,413,12,GTEX-U3ZM,Skin_Sun_Exposed_Lower_leg
14.985548,12.959766,382,26,GTEX-13PVQ,Lung
15.770726,11.863705,334,15,GTEX-147JS,Skin_Not_Sun_Exposed_Suprapubic
14.895557,16.890364,357,21,GTEX-Y5V6,Esophagus_Mucosa
5.955889,6.033731,245,37,GTEX-15ER7,Colon_Transverse
16.918761,12.539158,398,21,GTEX-N7MS,Thyroid
21.445859,17.846305,368,19,GTEX-147GR,Whole_Blood
3.827660,1.830427,143,32,GTEX-13OW6,Brain_Caudate_basal_ganglia
5.100555,1.907091,124,19,GTEX-1AX9I,Brain_Cerebellar_Hemisphere
14.476712,22.140127,413,20,GTEX-11DXY,Skin_Sun_Exposed_Lower_leg
23.480006,12.810045,384,20,GTEX-1BAJH,Adipose_Subcutaneous
31.034976,23.683539,490,10,GTEX-11TTK,Muscle_Skeletal
2.306863,2.317588,212,13,GTEX-ZGAY,Esophagus_Gastroesophageal_Junction
5.880083,3.056418,202,23,GTEX-ZVT3,Colon_Sigmoid
1.085346,2.125021,219,19,GTEX-14AS3,Pancreas
30.825350,26.482168,382,26,GTEX-RU72,Lung
10.257739,7.804579,124,27,GTEX-T5JC,Brain_Cerebellar_Hemisphere
18.638350,13.803365,413,20,GTEX-1AX8Z,Skin_Sun_Exposed_Lower_leg
47.251421,21.851049,490,10,GTEX-1A3MW,Muscle_Skeletal
2.366119,3.009619,131,14,GTEX-1B97I,Prostate
7.491108,13.108416,334,15,GTEX-QDVJ,Esophagus_Muscularis
17.800759,14.323295,357,18,GTEX-WHPG,Esophagus_Mucosa
8.993972,5.838050,100,17,GTEX-WXYG,Uterus
10.090487,5.349256,334,21,GTEX-13OW7,Skin_Not_Sun_Exposed_Suprapubic
6.636396,5.214446,224,23,GTEX-16YQH,Testis
23.225582,15.171117,357,13,GTEX-ZF3C,Esophagus_Mucosa
6.953943,7.116859,105,5,GTEX-S4UY,Vagina
31.550701,36.523955,299,19,GTEX-11P82,Cells_Transformed_fibroblasts
22.556265,14.168086,236,10,GTEX-1CAMR,Stomach
26.007028,17.021912,398,8,GTEX-QXCU,Thyroid
9.975305,8.301475,110,21,GTEX-14PN4,Brain_Hippocampus
21.645124,15.434333,413,9,GTEX-1C6VR,Skin_Sun_Exposed_Lower_leg
4.329484,9.161822,117,15,GTEX-NPJ7,Brain_Frontal_Cortex_BA9
27.534132,21.341527,360,34,GTEX-ZAB4,Nerve_Tibial
7.318170,7.648185,360,25,GTEX-13OVL,Nerve_Tibial
39.915526,28.969480,129,24,GTEX-17EVQ,Brain_Nucleus_accumbens_basal_ganglia
6.173892,6.756327,245,12,GTEX-SE5C,Colon_Transverse
11.726059,8.337505,202,8,GTEX-15UF7,Colon_Sigmoid
20.366158,16.380176,266,37,GTEX-15ER7,Artery_Aorta
15.008609,10.671254,202,27,GTEX-11TT1,Colon_Sigmoid
13.512596,12.948129,116,24,GTEX-WFON,Cells_EBV-transformed_lymphocytes
5.660181,6.631965,266,11,GTEX-PW2O,Artery_Aorta
20.171447,11.864011,360,13,GTEX-QEG4,Nerve_Tibial
33.029775,19.747682,334,11,GTEX-WYBS,Skin_Not_Sun_Exposed_Suprapubic
33.973896,42.867185,368,19,GTEX-11ZVC,Whole_Blood
17.343839,6.117173,219,16,GTEX-R53T,Pancreas
12.248717,20.236419,266,10,GTEX-13RTK,Artery_Aorta
36.390811,16.041598,382,12,GTEX-PLZ5,Lung
8.668488,4.457285,202,17,GTEX-14PN3,Colon_Sigmoid
16.786374,20.606891,490,16,GTEX-15EO6,Muscle_Skeletal
11.110823,4.067103,129,23,GTEX-16YQH,Brain_Nucleus_accumbens_basal_ganglia
2.951472,2.738565,117,13,GTEX-QVUS,Brain_Frontal_Cortex_BA9
5.866579,6.679427,116,18,GTEX-XQ3S,Cells_EBV-transformed_lymphocytes
4.048468,2.891216,152,22,GTEX-12WSM,Liver
6.709324,3.664179,82,16,GTEX-1B933,Brain_Spinal_cord_cervical_c-1
2.757775,2.541886,117,21,GTEX-14PN4,Brain_Frontal_Cortex_BA9
26.111379,17.168374,334,28,GTEX-1313W,Skin_Not_Sun_Exposed_Suprapubic
5.509983,6.042238,156,21,GTEX-13NYS,Pituitary
14.692738,15.276304,360,26,GTEX-13RTJ,Nerve_Tibial
9.447609,7.821384,131,19,GTEX-V1D1,Prostate
4.937732,17.413824,271,14,GTEX-1AYCT,Heart_Left_Ventricle
46.264843,33.650180,387,5,GTEX-1CAMQ,Artery_Tibial
3.142904,2.734679,152,25,GTEX-14E7W,Liver
2.511798,10.479714,124,26,GTEX-RU72,Brain_Cerebellar_Hemisphere
10.187290,6.215297,334,24,GTEX-ZDYS,Skin_Not_Sun_Exposed_Suprapubic
9.123811,6.103306,202,23,GTEX-11ZTS,Colon_Sigmoid
8.716760,9.432858,224,16,GTEX-WHSB,Testis
14.779076,4.360088,110,21,GTEX-17JCI,Brain_Hippocampus
2.380846,0.778329,174,17,GTEX-146FR,Adrenal_Gland
7.369190,3.725226,131,25,GTEX-11EQ9,Prostate
5.232231,5.012361,236,15,GTEX-ZXES,Stomach
9.198161,8.858213,117,8,GTEX-13CZV,Brain_Frontal_Cortex_BA9
15.025687,8.258441,398,19,GTEX-WWYW,Thyroid
7.757663,5.303240,219,19,GTEX-V1D1,Pancreas
11.805666,9.566531,299,8,GTEX-NL3H,Cells_Transformed_fibroblasts
3.186267,1.308348,110,26,GTEX-13RTJ,Brain_Hippocampus
21.273168,25.115922,357,13,GTEX-RU1J,Esophagus_Mucosa
17.200861,4.818819,271,18,GTEX-147F4,Heart_Left_Ventricle
19.770852,10.892051,212,18,GTEX-XBEW,Esophagus_Gastroesophageal_Junction
10.423703,7.710825,153,24,GTEX-13X6K,Brain_Cerebellum
12.599143,11.556577,490,15,GTEX-13NZA,Muscle_Skeletal
14.611935,12.748903,398,27,GTEX-11TT1,Thyroid
