scale,err,#patients,#tissues,patient_id,tissue_name
9.515287,5.163101,110,19,GTEX-13CF2,Brain_Putamen_basal_ganglia
7.727462,7.301508,224,21,GTEX-N7MS,Testis
7.675893,3.075466,266,14,GTEX-13O3P,Artery_Aorta
3.442025,1.952160,145,15,GTEX-146FQ,Spleen
14.664443,14.204714,299,15,GTEX-1192X,Cells_Transformed_fibroblasts
3.407933,2.304959,100,17,GTEX-S32W,Uterus
12.086062,11.442757,384,12,GTEX-139D8,Adipose_Subcutaneous
17.890498,9.190848,131,18,GTEX-14BIL,Prostate
4.692387,6.431990,174,15,GTEX-OIZH,Adrenal_Gland
4.977989,4.899708,212,15,GTEX-ZV6S,Esophagus_Gastroesophageal_Junction
17.535696,18.284379,398,18,GTEX-12WSN,Thyroid
9.092563,8.721925,87,25,GTEX-14E7W,Brain_Amygdala
10.186705,8.036904,121,14,GTEX-ZLFU,Small_Intestine_Terminal_Ileum
11.849693,7.557426,219,19,GTEX-132QS,Pancreas
25.830086,15.224318,299,15,GTEX-ZLWG,Cells_Transformed_fibroblasts
15.389019,18.086252,357,16,GTEX-1B933,Esophagus_Mucosa
11.677660,11.445726,212,20,GTEX-11WQK,Esophagus_Gastroesophageal_Junction
11.957141,7.846609,212,14,GTEX-ZV7C,Esophagus_Gastroesophageal_Junction
9.926730,9.846602,334,17,GTEX-133LE,Skin_Not_Sun_Exposed_Suprapubic
21.607020,38.512446,413,8,GTEX-PWO3,Skin_Sun_Exposed_Lower_leg
40.175849,28.707602,382,8,GTEX-1AYD5,Lung
23.168055,6.937795,245,22,GTEX-Z93S,Colon_Transverse
16.123650,15.628651,382,22,GTEX-T2IS,Lung
25.371698,8.629245,368,2,GTEX-VUSH,Whole_Blood
11.152298,7.836584,100,37,GTEX-15ER7,Uterus
20.277623,5.558670,334,24,GTEX-11P7K,Skin_Not_Sun_Exposed_Suprapubic
10.667550,18.349812,224,22,GTEX-Z93S,Testis
6.958826,4.074086,266,17,GTEX-QV44,Artery_Aorta
6.534359,4.987644,156,18,GTEX-148VJ,Pituitary
24.830613,17.875801,490,18,GTEX-QCQG,Muscle_Skeletal
3.163426,4.476036,156,21,GTEX-17HHY,Pituitary
10.326568,6.739716,110,30,GTEX-13OVJ,Brain_Hippocampus
11.279007,5.667817,236,15,GTEX-1B8L1,Stomach
6.238756,3.394105,143,18,GTEX-YJ89,Brain_Caudate_basal_ganglia
10.423554,6.072265,174,36,GTEX-12WSD,Adrenal_Gland
18.156357,16.584893,413,23,GTEX-XXEK,Skin_Sun_Exposed_Lower_leg
22.308357,28.384016,360,7,GTEX-POYW,Nerve_Tibial
8.223896,10.152110,266,19,GTEX-P4PP,Artery_Aorta
3.214354,3.629938,202,18,GTEX-ZYT6,Colon_Sigmoid
7.589553,10.523946,174,14,GTEX-ZY6K,Adrenal_Gland
13.808508,17.598444,266,21,GTEX-Y5V6,Artery_Aorta
9.660541,7.051290,108,36,GTEX-12WSD,Brain_Anterior_cingulate_cortex_BA24
36.679062,17.241274,357,8,GTEX-1EH9U,Esophagus_Mucosa
9.898488,8.669518,212,22,GTEX-Y5LM,Esophagus_Gastroesophageal_Junction
7.044531,3.961639,360,16,GTEX-ZA64,Nerve_Tibial
16.680869,13.209669,334,25,GTEX-14C39,Skin_Not_Sun_Exposed_Suprapubic
6.379078,3.243291,143,18,GTEX-13X6I,Brain_Caudate_basal_ganglia
31.755796,15.355677,334,30,GTEX-13OW8,Skin_Not_Sun_Exposed_Suprapubic
6.839893,4.733449,135,24,GTEX-13O3Q,Brain_Cortex
24.285948,12.275498,360,17,GTEX-1B932,Nerve_Tibial
8.011227,6.950074,263,16,GTEX-11ZTT,Heart_Atrial_Appendage
2.261641,3.309829,105,27,GTEX-Y3IK,Vagina
18.084012,16.311771,382,20,GTEX-16Z82,Lung
65.786470,57.853460,384,8,GTEX-U412,Adipose_Subcutaneous
4.314373,6.863985,121,15,GTEX-ZLWG,Ovary
25.514867,44.043452,413,10,GTEX-14LLW,Skin_Sun_Exposed_Lower_leg
8.176498,5.398441,360,17,GTEX-14PN3,Nerve_Tibial
7.452830,2.354312,107,19,GTEX-13FLV,Brain_Hypothalamus
22.556499,10.589206,334,30,GTEX-13OVJ,Esophagus_Muscularis
4.874080,2.988778,145,22,GTEX-Y5LM,Spleen
16.852687,4.103115,219,15,GTEX-16MT8,Pancreas
6.047678,3.435641,105,13,GTEX-OHPK,Vagina
7.711067,9.760373,334,20,GTEX-1AX8Z,Skin_Not_Sun_Exposed_Suprapubic
26.397963,30.686314,382,24,GTEX-17EVQ,Lung
12.916530,14.095177,334,19,GTEX-11P82,Esophagus_Muscularis
14.606440,9.416816,143,16,GTEX-12WSA,Brain_Caudate_basal_ganglia
9.516681,2.529183,334,14,GTEX-13O3P,Esophagus_Muscularis
4.814212,6.036967,84,21,GTEX-1B8KZ,Minor_Salivary_Gland
9.957542,7.954209,334,12,GTEX-15EU6,Skin_Not_Sun_Exposed_Suprapubic
24.075751,10.278712,382,20,GTEX-Y5V5,Lung
5.526145,1.821551,129,10,GTEX-14PQA,Brain_Nucleus_accumbens_basal_ganglia
29.636280,28.607847,299,30,GTEX-12ZZX,Cells_Transformed_fibroblasts
13.681715,8.830602,357,14,GTEX-P4QT,Esophagus_Mucosa
11.687011,4.748322,174,19,GTEX-R55G,Adrenal_Gland
8.363243,12.252755,360,10,GTEX-ZVTK,Nerve_Tibial
20.630301,7.731410,212,15,GTEX-16MT8,Esophagus_Gastroesophageal_Junction
9.412480,4.382865,236,24,GTEX-Y3I4,Stomach
14.773731,9.113391,384,18,GTEX-14BIL,Adipose_Subcutaneous
8.722628,9.551733,334,21,GTEX-1A3MV,Esophagus_Muscularis
9.699620,2.340692,105,17,GTEX-ZYY3,Vagina
10.567819,5.209821,129,19,GTEX-1B996,Brain_Nucleus_accumbens_basal_ganglia
32.758683,12.056060,143,20,GTEX-183WM,Brain_Caudate_basal_ganglia
5.344804,4.837117,116,23,GTEX-YF7O,Cells_EBV-transformed_lymphocytes
13.401261,13.348859,360,16,GTEX-12WSF,Nerve_Tibial
18.180846,14.254519,490,21,GTEX-17KNJ,Muscle_Skeletal
6.537662,4.919220,334,3,GTEX-ZWKS,Skin_Not_Sun_Exposed_Suprapubic
22.534055,15.819066,299,18,GTEX-XBEW,Cells_Transformed_fibroblasts
30.765249,25.340808,334,15,GTEX-14753,Esophagus_Muscularis
2.568287,4.733582,87,29,GTEX-14DAQ,Brain_Amygdala
30.977756,32.206035,398,18,GTEX-148VJ,Thyroid
7.584519,6.851837,202,24,GTEX-WFON,Colon_Sigmoid
8.988129,5.367017,107,22,GTEX-Z93S,Brain_Hypothalamus
32.663597,16.606403,382,12,GTEX-13QJ3,Lung
1.943138,5.575111,100,16,GTEX-15CHC,Uterus
21.348842,19.629887,382,25,GTEX-12BJ1,Lung
10.474023,11.789317,334,12,GTEX-OOBK,Esophagus_Muscularis
12.946027,11.419565,398,15,GTEX-QEG5,Thyroid
16.171637,11.085992,224,18,GTEX-ZQUD,Testis
14.947064,11.570740,360,21,GTEX-1B8KZ,Nerve_Tibial
17.477559,10.364415,387,16,GTEX-RTLS,Artery_Tibial
6.827020,7.639819,143,19,GTEX-ZE7O,Brain_Caudate_basal_ganglia
26.785545,25.173616,357,16,GTEX-17F9E,Esophagus_Mucosa
9.630415,8.469947,299,12,GTEX-SE5C,Cells_Transformed_fibroblasts
3.203897,1.415850,156,19,GTEX-RNOR,Pituitary
1.868788,1.585319,152,10,GTEX-13NZB,Liver
18.774774,10.788520,108,12,GTEX-14LZ3,Brain_Anterior_cingulate_cortex_BA24
26.855273,24.060925,368,24,GTEX-13VXU,Whole_Blood
15.349244,6.191002,334,28,GTEX-T6MN,Esophagus_Muscularis
10.848592,8.594538,129,21,GTEX-13FHP,Brain_Nucleus_accumbens_basal_ganglia
25.019987,21.951162,299,22,GTEX-12WSM,Cells_Transformed_fibroblasts
18.023889,13.677360,384,23,GTEX-13W3W,Adipose_Subcutaneous
17.945659,15.340141,368,22,GTEX-XQ8I,Whole_Blood
4.974999,2.701237,79,24,GTEX-13O3Q,Brain_Substantia_nigra
8.865156,8.339185,110,20,GTEX-14BIM,Brain_Hippocampus
32.414369,18.305157,398,18,GTEX-13FXS,Thyroid
11.308903,11.836784,107,19,GTEX-13112,Brain_Hypothalamus
25.978007,15.367681,398,10,GTEX-15RJ7,Thyroid
4.535232,4.067283,263,23,GTEX-1122O,Heart_Atrial_Appendage
9.503647,5.356939,156,24,GTEX-13VXU,Pituitary
5.578734,4.350605,236,21,GTEX-WEY5,Stomach
18.243107,16.835673,360,9,GTEX-1C6VR,Nerve_Tibial
8.019877,0.774672,121,27,GTEX-Y3IK,Ovary
3.657215,3.136312,135,20,GTEX-183WM,Brain_Cortex
20.183967,21.484853,382,19,GTEX-14PK6,Lung
3.347022,2.681355,100,19,GTEX-13N11,Uterus
15.457071,15.150464,334,26,GTEX-13RTJ,Skin_Not_Sun_Exposed_Suprapubic
5.086791,7.909923,271,13,GTEX-WQUQ,Heart_Left_Ventricle
10.957831,7.032937,245,27,GTEX-11DXX,Colon_Transverse
40.859650,28.399934,384,19,GTEX-1AX9K,Adipose_Subcutaneous
17.927562,20.105433,236,23,GTEX-1122O,Stomach
9.979685,1.290286,124,8,GTEX-13PLJ,Brain_Cerebellar_Hemisphere
17.964663,18.152795,382,23,GTEX-YF7O,Lung
30.060368,22.325684,398,19,GTEX-16NGA,Thyroid
13.898178,11.400305,387,23,GTEX-11EM3,Artery_Tibial
4.462865,4.775082,174,23,GTEX-13PVR,Adrenal_Gland
19.778330,16.172616,299,21,GTEX-WL46,Cells_Transformed_fibroblasts
7.889403,6.142208,87,19,GTEX-14JG1,Brain_Amygdala
14.088522,14.689622,413,20,GTEX-X585,Skin_Sun_Exposed_Lower_leg
1.710998,1.544115,153,19,GTEX-11NUK,Brain_Cerebellum
28.876593,19.078453,490,17,GTEX-146FR,Muscle_Skeletal
7.183964,5.497062,107,24,GTEX-15CHQ,Brain_Hypothalamus
32.722575,19.164166,398,24,GTEX-13G51,Thyroid
24.954342,26.153636,384,9,GTEX-14A5H,Adipose_Subcutaneous
24.215759,11.399807,334,22,GTEX-12WSK,Skin_Not_Sun_Exposed_Suprapubic
2.602689,3.032263,116,27,GTEX-Y3IK,Cells_EBV-transformed_lymphocytes
13.531522,7.654007,212,23,GTEX-11P81,Esophagus_Gastroesophageal_Junction
8.064375,9.096404,116,15,GTEX-ZDTS,Cells_EBV-transformed_lymphocytes
34.007231,5.750093,413,18,GTEX-ZQUD,Skin_Sun_Exposed_Lower_leg
25.445101,18.647614,357,22,GTEX-XQ8I,Esophagus_Mucosa
9.156454,12.481158,334,11,GTEX-16NPX,Skin_Not_Sun_Exposed_Suprapubic
8.480861,4.130155,151,11,GTEX-S3XE,Artery_Coronary
32.985248,15.895864,382,10,GTEX-W5X1,Lung
49.720025,25.198699,357,5,GTEX-T2YK,Esophagus_Mucosa
17.653319,12.254011,357,24,GTEX-13D11,Esophagus_Mucosa
7.109610,6.935316,212,16,GTEX-17F9E,Esophagus_Gastroesophageal_Junction
1.725657,2.429851,107,32,GTEX-YFC4,Brain_Hypothalamus
6.542810,7.416721,121,24,GTEX-ZVT2,Small_Intestine_Terminal_Ileum
5.589635,5.582482,174,20,GTEX-14DAR,Adrenal_Gland
10.437644,9.600321,121,14,GTEX-1497J,Small_Intestine_Terminal_Ileum
4.784220,3.084992,143,12,GTEX-QMR6,Brain_Caudate_basal_ganglia
4.159541,2.469179,174,16,GTEX-U4B1,Adrenal_Gland
16.193348,13.325056,360,30,GTEX-12ZZX,Nerve_Tibial
8.188785,6.332421,245,16,GTEX-SNOS,Colon_Transverse
34.923596,20.121121,398,9,GTEX-1C6VR,Thyroid
31.220773,29.340897,490,22,GTEX-13OW5,Muscle_Skeletal
25.532161,22.871023,357,15,GTEX-13X6H,Esophagus_Mucosa
7.142300,7.940197,334,24,GTEX-13O61,Skin_Not_Sun_Exposed_Suprapubic
13.387763,10.122067,360,11,GTEX-13NZ9,Nerve_Tibial
9.488661,9.629657,266,11,GTEX-S3XE,Artery_Aorta
24.965397,22.813838,299,17,GTEX-117YW,Cells_Transformed_fibroblasts
10.300532,4.916688,121,20,GTEX-RWS6,Ovary
3.616859,3.249285,145,22,GTEX-U3ZN,Spleen
8.172350,5.548125,151,23,GTEX-16YQH,Artery_Coronary
10.387508,8.829534,224,13,GTEX-QEG4,Testis
11.878003,6.651457,382,18,GTEX-ZYT6,Lung
40.791067,14.750447,398,6,GTEX-13NYC,Thyroid
25.845673,24.529096,384,15,GTEX-QEG5,Adipose_Subcutaneous
14.019688,10.233204,334,24,GTEX-11P7K,Esophagus_Muscularis
15.328770,14.556074,299,17,GTEX-U3ZH,Cells_Transformed_fibroblasts
14.987244,10.351004,263,19,GTEX-V1D1,Heart_Atrial_Appendage
5.549157,9.658166,384,10,GTEX-148VI,Adipose_Subcutaneous
4.631559,2.824988,151,17,GTEX-WHWD,Artery_Coronary
7.436429,4.065799,110,15,GTEX-14ASI,Brain_Hippocampus
16.555583,16.408243,368,29,GTEX-WY7C,Whole_Blood
8.881755,8.205218,266,14,GTEX-11UD2,Artery_Aorta
12.841256,10.216301,250,9,GTEX-XOT4,Breast_Mammary_Tissue
14.729773,15.986237,490,14,GTEX-T8EM,Muscle_Skeletal
9.842284,10.377120,384,19,GTEX-12ZZZ,Adipose_Subcutaneous
14.920680,11.760362,398,18,GTEX-111CU,Thyroid
21.063212,22.503828,152,5,GTEX-1CAMQ,Liver
41.160276,15.900224,334,22,GTEX-XQ8I,Esophagus_Muscularis
4.061493,0.396759,108,32,GTEX-131YS,Brain_Anterior_cingulate_cortex_BA24
8.503283,5.556884,384,18,GTEX-QLQ7,Adipose_Subcutaneous
22.553130,28.060614,368,4,GTEX-13CIG,Whole_Blood
6.264295,4.645198,219,20,GTEX-14DAR,Pancreas
14.985548,12.855885,382,26,GTEX-13PVQ,Lung
3.939450,2.924292,174,25,GTEX-11EQ9,Adrenal_Gland
13.046240,17.156249,236,24,GTEX-11P7K,Stomach
4.877576,3.848232,174,22,GTEX-12WSL,Adrenal_Gland
10.816614,13.960396,334,13,GTEX-QLQW,Esophagus_Muscularis
7.070772,10.635629,224,10,GTEX-1E1VI,Testis
20.372625,11.044635,271,20,GTEX-13VXT,Heart_Left_Ventricle
17.275557,18.894170,312,18,GTEX-UTHO,Adipose_Visceral_Omentum
31.292821,14.648049,357,23,GTEX-1B8KE,Esophagus_Mucosa
19.419392,13.599428,387,22,GTEX-12WSM,Artery_Tibial
9.078721,8.096949,263,10,GTEX-13NZB,Heart_Atrial_Appendage
9.125204,4.619996,145,17,GTEX-WHWD,Spleen
5.375033,3.523074,151,21,GTEX-U8XE,Artery_Coronary
6.052839,3.477723,334,15,GTEX-ZTSS,Esophagus_Muscularis
17.954947,16.332089,398,30,GTEX-12ZZX,Thyroid
22.214104,20.163114,245,17,GTEX-U3ZH,Colon_Transverse
16.429345,19.601833,299,19,GTEX-P4PP,Cells_Transformed_fibroblasts
3.520244,4.148337,82,34,GTEX-ZAB4,Brain_Spinal_cord_cervical_c-1
11.355139,21.762588,219,22,GTEX-131XE,Pancreas
12.378185,12.112245,334,18,GTEX-148VJ,Skin_Not_Sun_Exposed_Suprapubic
10.279245,12.882069,387,9,GTEX-14A5H,Artery_Tibial
5.847154,4.866848,250,23,GTEX-11I78,Breast_Mammary_Tissue
2.792887,2.056414,151,15,GTEX-QMRM,Artery_Coronary
5.826372,2.985157,107,21,GTEX-ZF28,Brain_Hypothalamus
11.914368,7.832946,299,22,GTEX-ZPU1,Cells_Transformed_fibroblasts
28.516520,13.717067,398,20,GTEX-PX3G,Thyroid
19.571834,11.983020,145,21,GTEX-14E1K,Spleen
5.945923,4.482222,156,32,GTEX-131YS,Pituitary
6.581609,9.846021,334,20,GTEX-13VXT,Skin_Not_Sun_Exposed_Suprapubic
14.920653,9.977160,357,18,GTEX-ZDTT,Esophagus_Mucosa
8.235574,3.412234,135,13,GTEX-PVOW,Brain_Cortex
13.723007,9.984608,312,18,GTEX-13X6I,Adipose_Visceral_Omentum
5.208087,11.395704,79,25,GTEX-17EVP,Brain_Substantia_nigra
4.604396,0.914469,121,22,GTEX-11DXZ,Small_Intestine_Terminal_Ileum
15.832804,18.569935,398,13,GTEX-1477Z,Thyroid
5.720695,3.729708,219,17,GTEX-XMK1,Pancreas
10.442839,7.966126,312,14,GTEX-1AMEY,Adipose_Visceral_Omentum
17.646054,12.938507,263,15,GTEX-111FC,Heart_Atrial_Appendage
19.356896,14.353903,382,20,GTEX-17HGU,Lung
3.894944,3.907764,108,24,GTEX-ZDXO,Brain_Anterior_cingulate_cortex_BA24
8.762564,5.794348,224,18,GTEX-14PJ3,Testis
32.851528,35.314642,382,8,GTEX-15G1A,Lung
11.775052,4.904299,219,14,GTEX-TML8,Pancreas
13.513643,7.726432,312,25,GTEX-17EVP,Adipose_Visceral_Omentum
24.378298,25.044714,368,15,GTEX-S33H,Whole_Blood
8.717398,3.846924,84,13,GTEX-WFJO,Minor_Salivary_Gland
19.366078,12.171932,151,20,GTEX-RWS6,Artery_Coronary
6.873183,4.069176,334,23,GTEX-XXEK,Skin_Not_Sun_Exposed_Suprapubic
6.279223,3.421638,263,19,GTEX-132QS,Heart_Atrial_Appendage
30.416929,28.876996,490,18,GTEX-QLQ7,Muscle_Skeletal
5.628293,5.067058,219,20,GTEX-ZYFG,Pancreas
13.195692,15.867945,299,23,GTEX-1122O,Cells_Transformed_fibroblasts
7.550850,9.883732,100,17,GTEX-T6MO,Uterus
7.230678,4.217569,271,18,GTEX-148VJ,Heart_Left_Ventricle
3.146094,1.557079,108,32,GTEX-YFC4,Brain_Anterior_cingulate_cortex_BA24
11.413661,19.629778,271,9,GTEX-1EWIQ,Heart_Left_Ventricle
7.980031,9.821953,250,27,GTEX-11TT1,Breast_Mammary_Tissue
4.462734,1.032773,100,11,GTEX-15ETS,Uterus
5.761548,5.427954,129,13,GTEX-12WSE,Brain_Nucleus_accumbens_basal_ganglia
33.812023,24.814114,368,25,GTEX-14E7W,Whole_Blood
33.591633,31.337746,368,13,GTEX-OXRL,Whole_Blood
9.071215,3.142791,135,20,GTEX-14BIM,Brain_Cortex
43.883240,29.095942,413,20,GTEX-14BIM,Skin_Sun_Exposed_Lower_leg
20.320138,26.037452,299,22,GTEX-12WSK,Cells_Transformed_fibroblasts
5.266401,3.401376,212,17,GTEX-12C56,Esophagus_Gastroesophageal_Junction
20.953315,29.468114,368,15,GTEX-QDVJ,Whole_Blood
29.652514,24.554589,116,15,GTEX-Y8DK,Cells_EBV-transformed_lymphocytes
19.269149,23.676900,266,18,GTEX-ZYT6,Artery_Aorta
23.770316,19.459278,382,28,GTEX-14PJM,Lung
6.810515,4.349883,145,26,GTEX-WYVS,Spleen
13.191567,15.054862,236,18,GTEX-12WSG,Stomach
7.341896,7.872178,266,12,GTEX-117XS,Artery_Aorta
16.494420,18.205911,334,20,GTEX-PX3G,Esophagus_Muscularis
17.094694,14.007140,224,21,GTEX-13FHP,Testis
20.515584,15.242027,250,8,GTEX-13W46,Breast_Mammary_Tissue
19.163511,12.216502,398,23,GTEX-11EM3,Thyroid
14.990061,7.202916,212,10,GTEX-1CAMR,Esophagus_Gastroesophageal_Junction
16.040323,10.592151,299,16,GTEX-RTLS,Cells_Transformed_fibroblasts
6.344866,4.672816,116,21,GTEX-WH7G,Cells_EBV-transformed_lymphocytes
15.897732,9.328598,224,17,GTEX-13OVH,Testis
8.566640,7.974082,224,20,GTEX-1BAJH,Testis
20.753346,15.232911,334,18,GTEX-ZYT6,Esophagus_Muscularis
8.735913,6.890204,219,16,GTEX-O5YT,Pancreas
8.983247,10.869391,266,15,GTEX-ZYW4,Artery_Aorta
29.929279,19.528899,360,8,GTEX-YJ8A,Nerve_Tibial
6.717485,3.291278,151,16,GTEX-13OVG,Artery_Coronary
9.844626,11.571189,236,18,GTEX-14PJ6,Stomach
4.281163,6.249260,107,28,GTEX-T6MN,Brain_Hypothalamus
68.691812,30.208271,490,14,GTEX-S95S,Muscle_Skeletal
7.919565,2.625446,219,22,GTEX-ZPU1,Pancreas
14.400606,8.839364,224,24,GTEX-16XZZ,Testis
10.708557,12.596043,398,17,GTEX-ZLV1,Thyroid
4.455683,1.886257,174,17,GTEX-Q734,Adrenal_Gland
16.673776,21.184362,490,28,GTEX-1313W,Muscle_Skeletal
6.016279,2.660926,152,27,GTEX-11TT1,Liver
27.418743,21.792415,382,14,GTEX-13QJC,Lung
3.734357,4.582107,87,18,GTEX-UTHO,Brain_Amygdala
3.233330,2.721026,121,23,GTEX-11I78,Ovary
21.700190,14.403485,312,21,GTEX-ZF28,Adipose_Visceral_Omentum
26.184589,21.912435,312,21,GTEX-U8XE,Adipose_Visceral_Omentum
7.369190,3.742568,131,25,GTEX-11EQ9,Prostate
21.196673,7.978942,219,19,GTEX-13N11,Pancreas
5.948681,4.240177,108,25,GTEX-17EVP,Brain_Anterior_cingulate_cortex_BA24
5.146678,5.377220,79,26,GTEX-14BIN,Brain_Substantia_nigra
18.985007,15.125695,490,21,GTEX-YEC3,Muscle_Skeletal
21.681876,18.276757,382,20,GTEX-X261,Lung
6.879367,11.924155,224,11,GTEX-OIZI,Testis
13.415675,13.982940,368,9,GTEX-14A5H,Whole_Blood
3.591104,4.425367,145,23,GTEX-13111,Spleen
25.865044,12.123423,384,24,GTEX-15CHQ,Adipose_Subcutaneous
31.660526,29.415670,360,16,GTEX-17F9E,Nerve_Tibial
10.220050,8.467927,360,18,GTEX-111CU,Nerve_Tibial
6.519988,2.286286,107,24,GTEX-TSE9,Brain_Hypothalamus
24.661802,17.025366,368,22,GTEX-Y5LM,Whole_Blood
25.893331,38.148719,413,16,GTEX-RTLS,Skin_Sun_Exposed_Lower_leg
11.055338,10.800687,299,17,GTEX-11XUK,Cells_Transformed_fibroblasts
4.201095,1.428466,143,16,GTEX-15DCD,Brain_Caudate_basal_ganglia
16.963398,15.347743,384,23,GTEX-17MF6,Adipose_Subcutaneous
24.068725,10.918679,387,27,GTEX-Y3IK,Artery_Tibial
7.796666,5.343564,152,19,GTEX-1AX9I,Liver
5.881914,9.315427,156,10,GTEX-1A3MW,Pituitary
16.628264,19.877966,490,9,GTEX-14PJN,Muscle_Skeletal
39.141434,31.257756,357,15,GTEX-QEG5,Esophagus_Mucosa
13.790478,7.854646,263,16,GTEX-132NY,Heart_Atrial_Appendage
4.515960,3.640225,116,18,GTEX-YFCO,Cells_EBV-transformed_lymphocytes
4.171139,3.618797,156,17,GTEX-11EI6,Pituitary
3.181232,14.579715,87,16,GTEX-12WSA,Brain_Amygdala
5.078033,3.653772,121,17,GTEX-TMMY,Ovary
22.122811,8.599828,236,17,GTEX-ZVP2,Stomach
12.873446,9.876463,413,16,GTEX-139TT,Skin_Sun_Exposed_Lower_leg
19.825193,10.698237,212,24,GTEX-WHSE,Esophagus_Gastroesophageal_Junction
12.830189,7.857701,124,24,GTEX-13X6J,Brain_Cerebellar_Hemisphere
22.592976,26.946560,490,19,GTEX-11P82,Muscle_Skeletal
2.335613,2.908122,145,23,GTEX-13U4I,Spleen
23.761946,11.905458,368,23,GTEX-11P81,Whole_Blood
25.633973,19.980727,382,13,GTEX-OXRL,Lung
8.725184,6.265928,152,23,GTEX-ZF2S,Liver
4.211525,4.409002,121,19,GTEX-14AS3,Ovary
19.277803,12.351399,384,23,GTEX-XXEK,Adipose_Subcutaneous
52.916951,63.779435,368,19,GTEX-13JUV,Whole_Blood
31.199998,19.692507,357,15,GTEX-REY6,Esophagus_Mucosa
35.992173,44.876501,413,26,GTEX-NPJ8,Skin_Sun_Exposed_Lower_leg
24.867663,5.695791,334,27,GTEX-Y3IK,Esophagus_Muscularis
8.959219,5.679346,110,13,GTEX-PVOW,Brain_Hippocampus
19.369218,19.793793,384,11,GTEX-14PJ2,Adipose_Subcutaneous
13.112708,8.373139,266,36,GTEX-12WSD,Artery_Aorta
8.890668,9.769528,245,14,GTEX-P4QT,Colon_Transverse
6.621925,8.912947,360,19,GTEX-11GS4,Nerve_Tibial
10.477659,17.718524,263,11,GTEX-WYBS,Heart_Atrial_Appendage
12.944054,12.914959,382,20,GTEX-11WQK,Lung
2.173112,3.169812,105,18,GTEX-PWCY,Vagina
26.983812,26.253349,263,19,GTEX-11ZVC,Heart_Atrial_Appendage
4.704573,5.170432,79,18,GTEX-WVLH,Brain_Substantia_nigra
15.450926,12.732913,116,24,GTEX-1211K,Cells_EBV-transformed_lymphocytes
7.113157,5.504116,124,18,GTEX-UTHO,Brain_Cerebellar_Hemisphere
65.703707,46.922307,398,17,GTEX-S32W,Thyroid
17.609963,17.434415,490,18,GTEX-XQ3S,Muscle_Skeletal
36.132189,35.686652,387,17,GTEX-14JG6,Artery_Tibial
28.610758,24.875289,384,22,GTEX-11EMC,Adipose_Subcutaneous
17.618323,16.537169,490,32,GTEX-131YS,Muscle_Skeletal
18.879065,12.306699,413,10,GTEX-111VG,Skin_Sun_Exposed_Lower_leg
37.228199,22.981919,490,19,GTEX-RNOR,Muscle_Skeletal
20.740527,19.151555,490,21,GTEX-13OW7,Muscle_Skeletal
6.328303,10.861640,151,17,GTEX-U3ZH,Artery_Coronary
3.357801,2.468311,174,19,GTEX-132QS,Adrenal_Gland
22.558227,20.691644,387,13,GTEX-OXRL,Artery_Tibial
7.736348,8.845765,219,13,GTEX-P4PQ,Pancreas
5.172077,1.052273,124,13,GTEX-13FTY,Brain_Cerebellar_Hemisphere
4.293248,2.389404,117,8,GTEX-13FLW,Brain_Frontal_Cortex_BA9
14.853285,11.101271,398,19,GTEX-Y111,Thyroid
